city,review_count,name,business_id,longitude,state,average_stars,latitude,price_range,categories
Las Vegas,11,Elephant BBQ Restaurant,e15ZAv4Tcgkae-ZfCf3SXw,-115.1423943,NV,4.0,36.1421289,2,"[u'Korean', u'Barbeque', u'Restaurants']"
Las Vegas,3,Taco Bell,6jdKnIjJ9n5knZoSj7qtDw,-115.136886,NV,2.0,36.144553,1,"[u'Fast Food', u'Mexican', u'Tex-Mex', u'Restaurants']"
Las Vegas,128,Tokyo Japanese Restaurant,QXUI3ZEnPw0j55qjwjiOnA,-115.1405587,NV,4.0,36.1429063,2,"[u'Sushi Bars', u'Japanese', u'Restaurants']"
Las Vegas,6,Birrieria Jalisco,-5biAn5qQYk3X5NYlA98pw,-115.1423943,NV,3.0,36.1421289,2,"[u'Mexican', u'Restaurants']"
Las Vegas,5,Sahara Korean Restaurant,YkRwenPlQRloPFOX5l-iEA,-115.1405587,NV,5.0,36.1429063,2,"[u'Korean', u'Restaurants']"
Las Vegas,90,Pinoy Pinay Filipino Restaurant,SdVDnb279GGs2qAUSVz05A,-115.1365689,NV,3.5,36.144149,1,"[u'Filipino', u'Restaurants']"
Las Vegas,121,Broadway Pizzeria,KdJJFvYI9w5xF0EVYPbXMA,-115.1730333,NV,4.0,36.161111,2,"[u'Pizza', u'Restaurants']"
Las Vegas,17,Lacabana,3yngAIX96guuZeZ3wbpGdQ,-115.160885,NV,3.5,36.1656948,1,"[u'Mexican', u'Restaurants']"
Las Vegas,3,Quiznos,S3EALtejgXNU4rfui6IriQ,-115.172372,NV,3.0,36.160499,1,"[u'Fast Food', u'Sandwiches', u'Restaurants']"
Las Vegas,6,Italia Express,nVPe8vSrvGStsupNliN9nA,-115.1557538,NV,3.0,36.1652351,1,"[u'Restaurants', u'Italian']"
Las Vegas,9,Auntie Anne's Soft Pretzel,ZIUGkjX2C7a39Ntbm1kUSQ,-115.156075,NV,2.5,36.165165,1,"[u'Food', u'Fast Food', u'Pretzels', u'Restaurants']"
Las Vegas,7,China Pantry,0w46K_07XbKvCMe8qV6Qow,-115.1557538,NV,1.5,36.1652351,1,"[u'Chinese', u'Restaurants']"
Las Vegas,6,Jack in the Box,sFHj_WK6rzEeGcJxtvxrRQ,-115.1606081,NV,2.5,36.1959429,1,"[u'Fast Food', u'Restaurants']"
Las Vegas,3,Pat's Chinese Food and Minimart,CNdV0G_B5bKSpDrQa55rhA,-115.160418,NV,2.5,36.188135,0,"[u'Chinese', u'Restaurants']"
Las Vegas,12,Popeye's Famous Fried Chicken,BxmtmGLXI3EEjhVSYiuK0w,-115.1744417,NV,2.5,36.1769889,1,"[u'Chicken Wings', u'Restaurants']"
Las Vegas,9,Seven Seas Restaurant & Lounge,lDxRfwppdtRPixGb94M4LA,-115.1523207,NV,4.0,36.1958369,2,"[u'Soul Food', u'Bars', u'Nightlife', u'Lounges', u'Restaurants']"
Las Vegas,4,Churchs Chicken,X4B9b-0zEClDIiN0AyCdcQ,-115.176519,NV,4.5,36.177463,1,"[u'Fast Food', u'Restaurants']"
Las Vegas,30,Mario's Westside Market,b6qYCOz0vzJW4U81XLY8IA,-115.1606344,NV,4.0,36.1949986,1,"[u'Food', u'Soul Food', u'Grocery', u'Restaurants']"
Las Vegas,3,Wendys,bPUwJQyifP24uhGrou_64g,-115.178365,NV,1.0,36.180793,0,"[u'Burgers', u'Hot Dogs', u'Restaurants']"
Las Vegas,8,Roberto's Taco Shop,X3KntOlUTkVL4KUKQcPehw,-115.197012,NV,4.0,36.199694,1,"[u'Fast Food', u'Mexican', u'Restaurants']"
Las Vegas,11,Port Of Subs,3-nZku9T-trCsNpF6AsjgA,-115.1730333,NV,4.0,36.161111,1,"[u'Sandwiches', u'Restaurants']"
Las Vegas,6,Smoke Ranch Junction,nF_mARnVRFQpS3boDNgy_w,-115.2432571,NV,3.5,36.203862,1,"[u'Arts & Entertainment', u'Casinos', u'Restaurants']"
Las Vegas,124,Buffet @ Asia,q28CkzJaV5yKPXysY8xewA,-115.118553162,NV,3.0,36.0104522705,2,"[u'Buffets', u'Japanese', u'Chinese', u'Restaurants']"
Las Vegas,3,O'aces Bar & Grill,310xHIFxZKqthaPlkQ0_dg,-115.2424449,NV,1.5,36.2140139,0,"[u'Nightlife', u'Restaurants']"
Las Vegas,8,Joey's Pizza,CEF6X27u5XW-oMbJ81N7Rg,-115.2232932,NV,4.0,36.2023343,2,"[u'Pizza', u'Restaurants']"
Las Vegas,13,Souper Salad,2hamzyOZt6urf6pFnf2u6g,-115.242978,NV,2.5,36.198783,1,"[u'American (Traditional)', u'Restaurants']"
Las Vegas,15,Roberto's Taco Shop,U0ZAoQx7ABrj9BGjbf5WmA,-115.241662,NV,3.5,36.189324,1,"[u'Fast Food', u'Mexican', u'Restaurants']"
Las Vegas,3,Burger King,7CVoKgPjQS9KknIsz3Bhcg,-115.223459,NV,2.5,36.19668,0,"[u'Fast Food', u'Restaurants']"
Las Vegas,81,Thai Grill,QXTN5WwZxvf-Z940RmDUdQ,-115.2061228,NV,3.5,36.1941506,2,"[u'Food', u'Food Delivery Services', u'Thai', u'Restaurants']"
Las Vegas,5,Omaha Steaks,yTITK0nlyEUmPpuxMlYdQw,-115.241754,NV,4.5,36.199364,2,"[u'Steakhouses', u'Restaurants']"
Las Vegas,5,Pick Up Stix,jjYxQMJrOpz-Z7ziFtXxBw,-115.2424229,NV,3.0,36.1992487,1,"[u'Chinese', u'Restaurants']"
Las Vegas,3,Tacos El Rodeo Inc,gDPtptHj8PlVEhiL9aHjdQ,-115.2061081,NV,4.5,36.1975038,1,"[u'Mexican', u'Restaurants']"
Las Vegas,239,Pin Kaow Thai Restaurant,X0cEpOYi0Gf-S_-xb8OZVQ,-115.241468,NV,4.0,36.195322,2,"[u'Thai', u'Restaurants']"
Las Vegas,49,Chili's Grill & Bar,No0SNrxkX6ADEde-9QwtMw,-115.2419895,NV,3.5,36.1961848,2,"[u'American (Traditional)', u'Tex-Mex', u'Restaurants']"
Las Vegas,31,Tony Roma's,CpUPzwk4rsV6UUgqEu1nqQ,-115.2402759,NV,3.0,36.1964438,2,"[u'Steakhouses', u'Seafood', u'American (Traditional)', u'Restaurants']"
Las Vegas,64,Pepe's Tacos,rAZglrxLotA9xaa7KPXV5g,-115.207581,NV,4.0,36.18557,1,"[u'Mexican', u'Restaurants']"
Las Vegas,10,O'Aces Bar & Grill,PuST-CDb8kDKLX7_ESVyeQ,-115.2424449,NV,3.5,36.2140139,2,"[u'Bars', u'Restaurants', u'American (Traditional)', u'Sports Bars', u'Nightlife']"
Las Vegas,40,Joe's Crab Shack,jhO8q-4sAvlkEUC3HbBRmw,-115.15345,NV,3.5,36.1518,2,"[u'Seafood', u'American (Traditional)', u'Restaurants']"
Las Vegas,38,Sunshine Cafe,SfHdMvLXrOeJmgpQB6AFRA,-115.2075749,NV,4.0,36.1879988,1,"[u'Breakfast & Brunch', u'Diners', u'Restaurants']"
Las Vegas,9,China Joe's,XaJQnEg63F-CJ9kNhcqOjw,-115.2248005,NV,2.5,36.1958234,1,"[u'Chinese', u'Restaurants']"
Las Vegas,27,Yoko Hama Sushi,d0cISYKFpXM55FzrMShLmw,-115.2424724,NV,2.5,36.2031202,2,"[u'Sushi Bars', u'Japanese', u'Restaurants']"
Las Vegas,6,Fair View Chinese Cuisine,0Em690KhL9M-WqwdWlPRfA,-115.205875,NV,3.0,36.1945164,1,"[u'Chinese', u'Restaurants']"
Las Vegas,32,Applebee's,Xro3j2fouA42Stc540ZDvw,-115.241409,NV,3.0,36.197314,2,"[u'American (Traditional)', u'Restaurants']"
Las Vegas,5,Domino's Pizza,yvd3w1h4PnLV6DaVx91cWg,-115.2237411,NV,4.0,36.1971779,2,"[u'Sandwiches', u'Pizza', u'Chicken Wings', u'Restaurants']"
Las Vegas,4,Sonic Drive-In,Rhdmmw6a0qdKE198eSCIJg,-115.230741,NV,3.0,36.195414,1,"[u'American (Traditional)', u'Fast Food', u'Restaurants']"
Las Vegas,53,Romano's Macaroni Grill,Fw95xLMdwO9LoOtbBThr9w,-115.242432917,NV,3.0,36.1981346604,2,"[u'Restaurants', u'Italian']"
Las Vegas,10,Torrey Pines Pub,2Hh2SOWvp5IkAAO4PQ0n2Q,-115.2324571,NV,3.5,36.1959012,1,"[u'Bars', u'American (Traditional)', u'Nightlife', u'Restaurants']"
Las Vegas,4,Pizza Hut,SXsg-hXKPZVNswyNc83IAA,-115.2249305,NV,3.5,36.1959191,0,"[u'Pizza', u'Restaurants']"
Las Vegas,14,Griddlecakes,0lQDOFqEVB1LQhkS2kN1RA,-115.225456238,NV,3.0,36.2171287537,1,"[u'Breakfast & Brunch', u'Restaurants']"
Las Vegas,8,Subway,Trlr-E66o3UHjTbuybRGVg,-115.2404192,NV,2.5,36.2179656,1,"[u'Sandwiches', u'Restaurants']"
Las Vegas,19,International House of Pancakes,7hZGtb0Gd3aRcG1VH-Udcw,-115.244985,NV,4.0,36.219365,2,"[u'Breakfast & Brunch', u'Restaurants']"
Las Vegas,5,Wendys,pcIPHOoQZuQFfarij73Qcw,-115.243688,NV,3.0,36.218618,1,"[u'Fast Food', u'Restaurants']"
Henderson,8,Panda Express,Ivy3UkWcCBgdJ8C5om_CVg,-115.0374235,NV,3.0,36.0657932,1,"[u'Chinese', u'Restaurants']"
Las Vegas,5,Domino's Pizza,L_Gfp6E0yfn8QdDaIno_ZQ,-115.0755764,NV,3.5,36.1736178,1,"[u'Sandwiches', u'Pizza', u'Chicken Wings', u'Restaurants']"
Las Vegas,7,Papa John's Pizza,aBQbdQz_xQaw0-hNDk5TKg,-115.0626506,NV,2.0,36.165734,2,[u'Restaurants']
Las Vegas,10,Viva El Taco,TwLwfoq4zYGNKSiDHflh7w,-115.079983,NV,3.0,36.1599337,1,"[u'Mexican', u'Restaurants']"
Las Vegas,34,Olive Garden Italian Restaurant,LcVBQ-7aF87OR-vlKX5m-Q,-115.0616531,NV,3.0,36.1605253,2,"[u'Restaurants', u'Italian']"
Las Vegas,10,The Teriyaki Company,H2dKOR0fzYiv7ebVk3ELzw,-115.0623694,NV,4.0,36.1754227,1,"[u'Japanese', u'Restaurants']"
Las Vegas,3,McDonald's,vhjdXf1dpYpV_unDVMFuEg,-115.09775,NV,1.5,36.1739559,1,"[u'Fast Food', u'Restaurants']"
Las Vegas,4,Tacos Los Toritos,MDtMPwFswJ2FsNvrF34GDA,-115.0623318,NV,4.5,36.1802306,1,"[u'Mexican', u'Restaurants']"
Las Vegas,10,China Olive,SSaoS_UgB7VgA9OavxZIbA,-115.0623846,NV,1.5,36.1627045,1,"[u'Chinese', u'Restaurants']"
Las Vegas,4,Sonic Drive-In,zlqTqki1aZUAuVnDsFsvYg,-115.0623466,NV,3.5,36.1700842,1,"[u'American (Traditional)', u'Fast Food', u'Restaurants']"
Las Vegas,9,La Mojarra Loca,u8eDm6srUIpPuTS7Qt6xHw,-115.0796701,NV,4.5,36.1782447,2,"[u'Mexican', u'Restaurants']"
Las Vegas,6,KFC,CPTiooPIwzbM-WJc1Rsytg,-115.0624468,NV,2.5,36.1612711,1,"[u'Fast Food', u'Chicken Wings', u'Restaurants']"
Las Vegas,11,Denny's Restaurant,vTjwSPEpaPdqUtjPk7lRyA,-115.0617998,NV,3.0,36.16481,1,"[u'Diners', u'Restaurants']"
Las Vegas,16,Applebee's Neighborhood Grill & Bar,cD2VsBOKxygjV7BKbU8SRA,-115.0619766,NV,3.0,36.1684762,2,"[u'American (Traditional)', u'Restaurants']"
Las Vegas,4,Arby's,S4a607Bq69h7b9fNmjB-nw,-115.0624815,NV,3.0,36.1756743,0,"[u'Sandwiches', u'Restaurants']"
Las Vegas,6,Wendy's,G9u_zp_sF3wumgk1gaILKw,-115.0618694,NV,4.0,36.1774933,1,"[u'Burgers', u'Fast Food', u'Restaurants']"
Las Vegas,15,Blueberry Hill Family Restaurant,qKZzLdcMouXji7YASALbBw,-115.0648608,NV,3.5,36.1738204,2,[u'Restaurants']
Las Vegas,57,Lao Thai Kitchen,7P9k2NQPeIyF1TkH5cKQVg,-115.0617214,NV,4.0,36.1782211,1,"[u'Thai', u'Restaurants']"
Las Vegas,9,Big Dog's Bar and Grill,aXgzCfEzgi9T998rQyZFvA,-115.0623681,NV,4.0,36.1871865,2,"[u'Bars', u'American (Traditional)', u'Food', u'Beer, Wine & Spirits', u'Breweries', u'Nightlife', u'Sports Bars', u'Restaurants']"
Las Vegas,8,Popeye's,vkOmXXrO-ALfz76TF6s_Gg,-115.077982,NV,1.5,36.173102,0,"[u'Chicken Wings', u'Restaurants']"
Las Vegas,22,Munch A Sub,hhC02OKU6BWRvrNJQiEIUw,-115.203383,NV,4.5,36.0932467,1,"[u'Sandwiches', u'Restaurants']"
Las Vegas,12,Taco Bell,CApvjaNmMJUnfzz5hVpjrA,-115.242907,NV,2.0,36.086682,1,"[u'Fast Food', u'Mexican', u'Tex-Mex', u'Restaurants']"
Las Vegas,84,Roberto's Taco Shop,7A6RHKyblsmvHf2F377WMQ,-115.2085216,NV,4.0,36.092861,1,"[u'Fast Food', u'Mexican', u'Restaurants']"
Las Vegas,13,Domino's Pizza,ff00hYO8rPFDOF8YKhLTdw,-115.208489,NV,3.0,36.0922493,2,"[u'Sandwiches', u'Pizza', u'Chicken Wings', u'Restaurants']"
Las Vegas,24,Felipito's Mexican Food,T2NesLFF9Xhlho3iw8i53g,-115.208574,NV,4.0,36.097522,1,"[u'Mexican', u'Restaurants']"
Las Vegas,24,Cheng's Express,e-eqwMPMDXPYSdwkQbYhSw,-115.2431498,NV,2.5,36.0895338,1,"[u'Chinese', u'Restaurants']"
Las Vegas,32,O'Aces Bar & Grill,sC58XGwsZowovN1CnKktOg,-115.208321,NV,4.0,36.098857,2,"[u'Nightlife', u'Bars', u'American (Traditional)', u'Sports Bars', u'Restaurants']"
Las Vegas,4,Tacos El Nopal,I5vURIFijxnW2sdaDl7bpw,-115.196276,NV,2.5,36.086835,1,"[u'Fast Food', u'Mexican', u'Restaurants']"
Las Vegas,5,Normandie,v_M8BMz3O93iwFtpkCT9nA,-115.189211,NV,4.0,36.095691,1,"[u'Sandwiches', u'French', u'Restaurants']"
Las Vegas,61,Memphis Championship Barbecue,qp6lyLN1TuRu3vkwbdRjlA,-115.0562582,NV,3.0,36.2395163,2,"[u'Barbeque', u'Restaurants']"
Las Vegas,12,PT's,a9Z5KKEDaC4Y4MHiRZhzzA,-115.208392,NV,4.0,36.092274,1,"[u'Bars', u'Pubs', u'Nightlife', u'American (New)', u'Sports Bars', u'Restaurants']"
Las Vegas,28,Nikki Lee's Sports Pub & Grill,QTJdaJ9IWf0fC0bK2Bdw7Q,-115.114102,NV,3.5,36.071999,2,"[u'Pizza', u'Bars', u'Restaurants', u'Sports Bars', u'Nightlife']"
Las Vegas,137,Original Pancake House,qdAxH_RrFaYqLD-g30N2fA,-115.2968729,NV,3.5,36.1133877,2,"[u'Breakfast & Brunch', u'Restaurants']"
Las Vegas,9,Brewery Bar & Grill,co21KMC055CxSMzdMeD0XQ,-115.1078327,NV,3.0,36.0720741,2,"[u'Bars', u'American (Traditional)', u'Nightlife', u'Restaurants']"
Las Vegas,9,Papa John's Pizza,iFc5PtaEHokNu1GVfnAUTA,-115.099437,NV,1.5,36.072197,2,"[u'Pizza', u'Restaurants']"
Las Vegas,5,Port of Subs,9WlnoukRsZyFwOAd6Ycbmg,-115.094014,NV,3.5,36.0721501,1,"[u'Sandwiches', u'Restaurants']"
Las Vegas,79,Kabob Grill,ky6c1bhp1695tWLfnyKOyQ,-115.117581,NV,4.0,36.0146584,1,"[u'Mediterranean', u'Persian/Iranian', u'Middle Eastern', u'Restaurants']"
Las Vegas,3,Jack in the Box,v9JixZ_wMP6-ftb4EYTqIg,-115.071956,NV,3.5,36.086046,0,"[u'Fast Food', u'Restaurants']"
Las Vegas,11,PT's,NNSDXtjgNUNAgQH99R0yWw,-115.099184,NV,2.5,36.071805,2,"[u'Bars', u'Pubs', u'Nightlife', u'American (New)', u'Sports Bars', u'Restaurants']"
Las Vegas,11,Panda Express,957AgCsV5hhFLDJ5aw546w,-115.090402,NV,3.5,36.071707,1,"[u'Fast Food', u'Chinese', u'Restaurants']"
Las Vegas,96,Super Mex Restaurant & Cantina,bXfMEP__URx7f-s1GT8Teg,-115.0993861,NV,3.5,36.0722521,1,"[u'Mexican', u'Restaurants']"
Las Vegas,7,Subway,zizuoDgDkNCtBzCj8T-Jbg,-115.101374,NV,5.0,36.099678,1,"[u'Food', u'Restaurants']"
Las Vegas,4,Office 5 Bar & Grill,96rDpZ2OBW293QNWPIPV7g,-115.101703182,NV,3.5,36.0863146931,2,"[u'Bars', u'American (Traditional)', u'Nightlife', u'Restaurants']"
Las Vegas,3,The Cook's Shop Pizzeria,XqAO5_bCitwqVRzhApZ2eA,-115.1005988,NV,3.5,36.086265,1,"[u'Pizza', u'Restaurants']"
Las Vegas,89,Golden Flower Chinese Cuisine,OWQJrnXbWkLTI1-qRkkUpQ,-115.1037933,NV,4.0,36.0858913,1,"[u'Chinese', u'Restaurants']"
Las Vegas,52,Mr. Chop Chop,ZZtEx_UutNxz9B5knTL4tQ,-115.1010886,NV,3.5,36.0970969,1,"[u'Thai', u'Chinese', u'Restaurants']"
Las Vegas,10,Philly Cheesesteak Factory,Rk-axrNaCJ2D2iNW--PkQg,-115.101518,NV,4.0,36.078753,1,"[u'Cheesesteaks', u'Restaurants']"
Las Vegas,6,Taco Bell,g2ZRZXEKxj0SL86etbydcg,-115.116276,NV,3.0,36.071741,1,"[u'Fast Food', u'Mexican', u'Tex-Mex', u'Restaurants']"
Las Vegas,33,Bob's East Side Deli,BSlmhfVEsy16C_ZUpcyB8w,-115.110967,NV,4.0,36.079498,1,"[u'Delis', u'Sandwiches', u'Restaurants']"
Las Vegas,8,McDonald's,VRtVE5VHgVUISPxV3jY_CQ,-115.115344,NV,3.0,36.071943,1,"[u'Fast Food', u'Restaurants']"
Las Vegas,36,Amlee Chinese Cuisine,w9KBaltlg7B_tca-nNfj_A,-115.0911608,NV,4.0,36.0706671,2,"[u'Chinese', u'Restaurants']"
Las Vegas,22,Capriotti's,rlrc_AQC4Wn-_GKuzmrfGQ,-115.088063,NV,4.0,36.070731,1,"[u'Sandwiches', u'Restaurants']"
Las Vegas,7,Sonic Drive-In,4PrxqzfatLLxn9ZCTW9lKw,-115.061928,NV,3.5,36.099863,1,"[u'American (Traditional)', u'Fast Food', u'Restaurants']"
Las Vegas,4,Jack in the Box,ULVe1zN3HpNeVeTvRaNXoA,-115.03178,NV,3.5,36.0847229,0,"[u'Fast Food', u'Restaurants']"
Las Vegas,8,Del Taco,RnuCCKK-5Ezfz0xv0F2kag,-115.0530945,NV,3.0,36.1021067,1,"[u'Mexican', u'Restaurants']"
Las Vegas,6,Port of Subs,aF6QsiiI3DZ2QL_6Oo5SSA,-115.0530181,NV,3.0,36.102514,1,"[u'Sandwiches', u'Restaurants']"
Las Vegas,45,Billy Bob's Steakhouse,xSAG_asR5if0p1Dfk0ISsg,-115.060916,NV,3.5,36.111784,2,"[u'Steakhouses', u'Restaurants']"
Las Vegas,41,Willy & Jose's,thlVek1kUo3fyxUEap65zw,-115.060916,NV,3.0,36.111784,2,"[u'Mexican', u'Restaurants']"
Las Vegas,16,Denny's,wcrmyGHXNWFXU0DiLq_Miw,-115.057863718,NV,2.0,36.1059749836,2,"[u'Diners', u'Restaurants']"
Las Vegas,3,Burger King,L0uKIbds8dUVCuXIWE1q5g,-115.052443,NV,2.5,36.101433,0,"[u'Fast Food', u'Restaurants']"
Las Vegas,60,Firelight Buffet,1o2Lx_YMC2xpuBG2q00LAQ,-115.04684771,NV,3.0,36.1083983476,2,"[u'Buffets', u'Restaurants']"
Las Vegas,4,Little Caesar's Pizza,OK62swud0UWKwF3ivxHZNA,-115.0634182,NV,2.5,36.1010195,1,"[u'Pizza', u'Restaurants']"
Las Vegas,3,Panda Express,4MWD2Ka5riz9nu80NOqUkQ,-115.060916,NV,3.5,36.111784,0,"[u'Chinese', u'Restaurants']"
Las Vegas,5,PT's,56Ulj9IFRp5Pz8ufJSHXBg,-115.2816734,NV,3.5,36.1995034,1,"[u'Bars', u'Pubs', u'Nightlife', u'American (New)', u'Sports Bars', u'Restaurants']"
Las Vegas,5,Panda Express,94twCOpyD7FI3i95oiXnmQ,-115.258816,NV,3.0,36.196201,2,"[u'Fast Food', u'Chinese', u'Restaurants']"
Las Vegas,7,Pizza Hut,qtUpdBKkMxeqcK_g5TiZKQ,-115.2817672,NV,3.5,36.2005782,2,"[u'Pizza', u'Restaurants']"
Las Vegas,211,Grape Street,3MIy-ca6QVtKWXNzerQxWw,-115.2571252,NV,3.5,36.1960224,2,"[u'Wine Bars', u'Bars', u'Restaurants', u'Nightlife', u'Italian']"
Las Vegas,41,Rubio's Fresh Mexican Grill,s3u1ET2VN9NkY0qsn9gSwQ,-115.2500796,NV,4.5,36.1970662,1,"[u'Mexican', u'Restaurants']"
Las Vegas,13,McDonald's,f2IKG29s2pEY1wUAIjFIlA,-115.2537641,NV,2.5,36.1813293,1,"[u'Burgers', u'Fast Food', u'Restaurants']"
Las Vegas,35,Roadrunner Saloon,jsO9c15l1KJ5ncBid3pnmA,-115.2602858,NV,3.0,36.1822966,2,"[u'Bars', u'American (Traditional)', u'Nightlife', u'Restaurants']"
Las Vegas,4,Taco Bell,MIYdMxSFC53wnQYm9iYteA,-115.259949,NV,3.0,36.201355,0,"[u'Fast Food', u'Mexican', u'Tex-Mex', u'Restaurants']"
Las Vegas,14,Chuck E Cheese's,vOfvVZQZ1N_iaq4yPois4Q,-115.2531125,NV,2.5,36.1959753,1,"[u'Pizza', u'Restaurants']"
Las Vegas,46,Jimmy John's,8YN0_08op4_chO3GTOUJLQ,-115.2503143,NV,3.5,36.1962858,1,"[u'Sandwiches', u'Restaurants']"
Las Vegas,4,Port of Subs,PDrn1ShvACVge3X-Q24I1g,-115.2799969,NV,3.5,36.1986783,2,"[u'Sandwiches', u'Restaurants']"
Las Vegas,25,Beach Pizza,3Wg1LVOommgixgqwk-gn8w,-115.25923,NV,3.5,36.1907396,1,"[u'Italian', u'Pizza', u'Restaurants']"
Las Vegas,69,Northside Nathan's,O6MyV5uqwZabD5dKbT294Q,-115.2582758,NV,3.5,36.1956158,2,"[u'Pizza', u'Sandwiches', u'Restaurants']"
Las Vegas,17,Beano's Casino,nAfwI6ygLXLH_LGQH9GbmA,-115.248735,NV,3.5,36.196502,1,"[u'Casinos', u'Arts & Entertainment', u'American (Traditional)', u'Chicken Wings', u'Restaurants']"
Las Vegas,16,Roberto's Taco Shop,LlAFlTGHWVds8xQS-ly9Bg,-115.2816097,NV,4.0,36.199461,1,"[u'Fast Food', u'Mexican', u'Restaurants']"
Las Vegas,34,Village Pub & Casino,VYCbveCk-j4UR_aSTuASJA,-115.268377,NV,3.5,36.206727,2,"[u'Arts & Entertainment', u'Casinos', u'Nightlife', u'Restaurants']"
Las Vegas,6,Burger King,S9jqNbEHIsOf2JTJ-yIe0w,-115.280873,NV,3.5,36.199276,1,"[u'Fast Food', u'Restaurants']"
Las Vegas,7,Arbys,YzdGufP7VFwQneDKzb37hQ,-115.246608,NV,2.0,36.194992,1,"[u'Sandwiches', u'Restaurants']"
Las Vegas,60,Red Rock Pizza,1dk07edqr5_7goS6AnXAjw,-115.2799007,NV,4.0,36.1980644,2,"[u'Pizza', u'Restaurants']"
Las Vegas,54,Steiner's Nevada Style Pub,tGx7BSyqWDeppMvt2aQw_A,-115.2600699,NV,3.5,36.1907268,2,"[u'Pubs', u'Bars', u'American (Traditional)', u'Nightlife', u'Restaurants']"
Las Vegas,73,Omelet House,ZBVXf0uC7k8iKDYCIMa2tQ,-115.2818774,NV,3.5,36.2004665,2,"[u'Breakfast & Brunch', u'American (Traditional)', u'Restaurants']"
Las Vegas,13,Del Taco,kfhlEFpZlKIfInAC5XDuxw,-115.257829,NV,3.5,36.196252,1,"[u'Mexican', u'Restaurants']"
Las Vegas,6,Wendy's Old Fashioned Hamburgers,fgDJP-wW_Fr_tD2ywkHEJA,-115.2479571,NV,2.5,36.1962859,1,"[u'Burgers', u'Hot Dogs', u'Restaurants']"
Las Vegas,10,Dairy Queen,QnTdvqfbbX0d0LjV_y_6_w,-115.2571251,NV,3.5,36.1960365,1,"[u'Food', u'Ice Cream & Frozen Yogurt', u'Fast Food', u'Restaurants']"
Las Vegas,22,Diamond China 2,HNmyXUXKSr3JI2yXuU7EMQ,-115.281657,NV,3.5,36.2006899,1,"[u'Chinese', u'Restaurants']"
Las Vegas,3,World Buffet,XcR-GFhRoHyoJFBE9r1hIQ,-115.247371,NV,1.5,36.197664,0,"[u'Buffets', u'Restaurants']"
Las Vegas,3,Marc's Authentic Italian,noNwSURKeBMLD6Dfv1cpKw,-115.2509056,NV,3.5,36.1962809,0,"[u'Restaurants', u'Italian']"
Las Vegas,267,Yummy Grill & Sushi,bpGFetX8muk0GxAT3Oea3Q,-115.252849,NV,4.5,36.196089,2,"[u'Sushi Bars', u'Japanese', u'Restaurants']"
Las Vegas,4,Quiznos Subs,KM3O4Fs29fCyI5sqo62PgQ,-115.252325,NV,2.5,36.1951421,0,"[u'Sandwiches', u'Restaurants']"
Las Vegas,17,Charlie's Down Under,VHCYxuMllRr0U9lbnBMuyA,-115.2600726,NV,3.0,36.1949248,1,"[u'Bars', u'American (Traditional)', u'Nightlife', u'Restaurants']"
Las Vegas,294,Marché Bacchus,lqx--hrRwe0oK6WnFYNXlg,-115.268455505,NV,4.0,36.2074279785,3,"[u'Wine Bars', u'Bars', u'Nightlife', u'French', u'Restaurants']"
Las Vegas,5,Wienerschnitzel,7hOWdXrR7ndiSaFH7Ofi1A,-115.247447,NV,4.5,36.197322,1,[u'Restaurants']
Las Vegas,6,Jack In the Box,hHtnI48vIcL0ZJfc-_LYDA,-115.2581988,NV,3.0,36.1964157,1,"[u'Fast Food', u'Restaurants']"
Las Vegas,12,Baja Fresh Mexican Grill,a8n9OkEQGQvKHWPv93OC2Q,-115.2571252,NV,4.0,36.1960224,1,"[u'Mexican', u'Restaurants']"
Las Vegas,8,Subway,uwy_04v5iVHOWb8U845wug,-115.281363,NV,4.0,36.2009876,1,"[u'Sandwiches', u'Restaurants']"
Las Vegas,4,Subway,_2HFbrYZFp2p59hptZeDbw,-115.2600699,NV,4.0,36.1907268,0,"[u'Sandwiches', u'Restaurants']"
Las Vegas,15,Samurai Sam's Teriyaki Grill,8FPi95ZuJHF30N-einyEmw,-115.259825,NV,2.5,36.197534,1,"[u'Japanese', u'Restaurants']"
Las Vegas,27,Round Table Pizza,C_7XW_kw9JtFkE8dzI7BiQ,-115.256149292,NV,4.0,36.1969718933,2,"[u'Pizza', u'Restaurants']"
Las Vegas,4,Taco Bell,Su2-lf8TbowpHZcS3XIRfQ,-115.212381,NV,3.0,36.217635,1,"[u'Fast Food', u'Mexican', u'Tex-Mex', u'Restaurants']"
Las Vegas,11,Sonic Drive-In,W3z8TV-MZIYkWgfN6cyJPg,-115.206976,NV,2.5,36.240226,1,"[u'American (Traditional)', u'Fast Food', u'Restaurants']"
Las Vegas,12,Dimas Tacos,p9chyHwl6KJ5B6C935hRSw,-115.242815,NV,4.5,36.254519,1,"[u'Mexican', u'Restaurants']"
Las Vegas,5,Roberto's Taco Shop #22,ox2rL_UzIkvwMHIZC72DHw,-115.2092861,NV,4.0,36.2466674,1,"[u'Fast Food', u'Mexican', u'Restaurants']"
Las Vegas,7,Quiznos,Klkzp8MC1qSKZDkTLYkcQA,-115.2489614,NV,3.5,36.2617919,1,"[u'Fast Food', u'Sandwiches', u'Restaurants']"
Las Vegas,9,Baja Fresh Mexican Grill,tCpPBS3txiz9dzm5trJusQ,-115.233117,NV,3.0,36.238728,1,"[u'Mexican', u'Restaurants']"
