,name
AT8Q93hoVJtnvh3VtK0rrw,Papa John's Pizza
-6O53B-ksqSKzWM6Y9moEQ,Mesquite Grill and Sports Bar
cPqDrBq3tL0dCinRFV02Pw,Applebee's
YjTdvr2K-1sQ-VKaPXrkgw,Coffee Island
0wK--zW6Bgqgvnob8Qc77g,Famous Sam's
#NAME?,Sonic Drive-In
1USCUUAKCBr6YES7XtAf_g,Taco Bell
ujl4ycj2iHu9weHq437LXg,Pizza Picazzo
Cr7RAu2aS3yyioaAYaJ8Dw,Headquarters Cafe
5Pm2O9CdS6hK3rd2ZkZhBg,Jack in the Box
kOK_pWG5OkrBDyxESWPmqA,Rush Street Pizzeria
DbKtctOWfPO9RWZZOWTSHQ,Panda Express
x6BemTnk7_eCuvbv5MflWQ,Hangar Cafe
9Y3aQAVITkEJYe5vLZr13w,Breakfast Club
W_KPYn5tKfAOY6Blz26acw,McDonald's
gw1G9caRnvpTA7N079eFCA,Slices Pizza
vBcuToSvuwBYFQUMdDKJqw,Picnic Company Gourmet Cafe
aZ7_6RCmDpwTVWybClDxbQ,Pizza Hut
DLOr9MYltjcu8X5kwDJgnQ,Julio's Too
YxIBMBPPvlhfNNIp7l4K5w,Johnny Rockets
uEW1NwL9h5N0zI2Ip9UKrQ,Julio G's
3R5TPq8jEe5gl_4eG_VEhg,Tacos Jalisco
xWlCgISVtozxCztPA4nGaQ,Dos Gringos
-nmr-3l0EmQaZAGEoXgk4w,Pacific's Cafe
jutz7DEv4JSM7x-jMuC6jA,Panda Express
PMRhNmJmHjugB9NXgn5mug,Outback Steakhouse
V6BYjHM9SnXscfkln3hCdA,Orange Table
7x-e_cU8XX01gftJ8-s5Gw,Brioni To Go
faSdsW2s_SaVN0KTy-R2MQ,L'academie
A8Khz3eeqIFFGaXurg3hxw,Rusty Spur Saloon
kfveMaYeaqGVNHPitT4O9w,Pita House
fK7ujDbjhRFEe2D7eIwK4w,Kona Grill
p204PQg45gECcYwxCAK1wA,Scottsdale Kebab & Persian Cuisine
R53UdKGf8uKUIqErS4vc0g,Baja Fresh Mexican Grill
Tmta0aEXTSQQi7JMrryorg,Bravo Bistro
1FiymySkWsWxDNaUAP1LuQ,Sea Saw
_tkAI5Q5XQSfgbqJzDKSDQ,Old Town Tortilla Factory
mWfZYDrozrCxwAO60-gLJA,Subway
NzmViJlxei-alIHkM6gVbA,Twisted Vine Gourmet Deli
k6Si433-EJrY4J7SZxsnjA,Grazie Pizzeria & Wine Bar
LZMzNNI5NYsW1cEJ-go6og,Red Lobster
cof7qW-PD0M7Jykclg48oQ,Port of Subs
24V8QQWO6VaVggHdxjQQ_A,Arcadia Farms Cafe
WDes-WBEz0xa9ar8nMTvuw,Sbarro
1PEBcXLpMTbHF5qQCmgZcw,Long Wongs
_dVPzYGXKNg2rIsc40VtyA,Jack-In-the Box
ssmiBFaHbH_k97GsuQCOIw,Furio
Wzm33GwGm_xosXZF6Jx1-w,KFC
Exx5ffvnmk4MrTyCkPRuug,Los Olivos
P5uC-zfGG6yqoQDUyqyAvg,Kazimierz World Wine Bar
FV0BkoGOd3Yu_eJnXY15ZA,Cowboy Ciao
1F3wLIHATM_-Ec_E4GAoiw,Arby's
68euKezXqyvsE49cIGdL2A,El Molino Mexican Cafe
yedGp-iaruaBykL7TswBtg,Dennys
CEs_oJMtLsll3xBM9slBQQ,Original Pancake House
GkIWg8VevATtSorTZ5noTA,Fuddruckers
mxrXVZWc6PWk81gvOVNOUw,Roaring Fork
wUDYfHKBlvFDfwOO2NeHeA,Taco Bell
#NAME?,Los Betos Mexican Food
4A628qyYpA4EhN6w6o-MYQ,Joe's New York Pizza
SMpL3z4FLF07bRA6-y22JQ,Malee's Thai Bistro
81a6sTDzNzsRsoUETeoBRA,Medizona
EuNV8_SReV_3KeET2Ums6A,Tokyo Express
lT3yCGUc-LQuphjSz1uoIw,Schlotzsky's
CycfCC0OLvTjG3Eks8D1og,P F Chang's China Bistro
Q8OMwgekiTtgClSiRcQcSw,Buca di Beppo
sYZt3f1YFlg0ycDMyO-vJw,The Blue Moose
oxsCvEkQNNIbOPDt_QK_0A,Jewel of the Crown
o4DsvwwD2kIbF-EM4r9G8A,Drift Lounge
27hfvE5DcOY3J1-MWbTU9Q,Streets of New York
KTF-E3NfkJy2wiwcgOPyVQ,Tottie's Asian Fusion
g--Qvh7JzgsX6B1gdEJ1SA,Quiznos
WC2kLOCg0F_FvafrHUsrMg,Sugar Daddy's
b5cEoKR8iQliq-yT2_O0LQ,Carlsbad Tavern
hGQsnkndreW7b26XC2HVRA,Zipp's Sports Grill
bc-lE-wGVAsUrX-kJhtY-Q,Don & Charlie's
9SKdOoDHcFoxK5ZtsgHJoA,Prankster's Too
fPExBO1aXA5c4uwlHFyx2Q,Uncle Sal's Italian Restaurant
aDBT5MB0L2JCUo3kqgFRJw,Karsen's Grill
T8IP3Ns3cZCgdyPqt18Cbw,Pepin
7_zL7NX_rDFwhbLp98PwZg,RA Sushi Bar Restaurant
YEQkTCmphjr6XKPh4m93AQ,Kyoto Japanese Restaurant
fF6m3qsD5blnwuZRuYhzWg,Frank & Lupe's Old Mexico
AARPDt5fBYkxoTLSQiNZLw,Pasta Brioni
dcd3C1gWv-vVdQ9XYV8Ubw,Grimaldi's Pizzeria
x_MCZPQ9G-IsDnwkJBceIQ,Italian Grotto
z6vO1HR8L2iW4avr610XKw,The Grapevine
7QSYBp2-AOdyUJXEaLnbgA,Bandera
7YnGn1V442SfoMKKWXRgpw,Tomatoes
ksOGKaLTEn6NSDgTXb039Q,Chances
_ql42UadWUh9SgU09_c2mQ,Pei Wei Asian Diner
AZAd_Zhv4UiJZ1x2FRPqIA,Pinon Grill
BCsYkzqxGY_xmi5q_ayFDw,Rancho Pinot Grill
-3xbryp44xhpN4BohxXDdQ,The Keg Steakhouse + Bar
VHqh8I-GupfFOPr4SampzA,Barro's Pizza
4qOPELunTvPQsmmnLDr4Jw,California Pizza Kitchen
2OY8xs4aqOt8eTnYokdrww,Elements
#NAME?,Garduno's Margarita Factory & Blue Agave
fOup98Vso87ERYQ_6eYmeQ,NYPD Pizza
GQOUcI_eUFjuczwwT7okOA,Thai Thai
dPP8HsGEH3A-7F75zHPwUg,Roy's Scottsdale
7lp13T_FUmX1XjU2wen_qw,Razz's Restaurant & Catering
#NAME?,Quilted Bear
h3T8DTVDtPzy9ICw3UixdQ,El Torito Mexican Restaurant & Cantina
81KVNlJB5aO18IKfpRwUeQ,Mancuso's Northern Italian Continental Cuisine
B-urUvRjp0GJ8-Kos2Rjrw,Remington's Restaurant
2JZv-P1lDKOPKvefQlYDEQ,Village Tavern
AjVRPatAHLNwbnx3GWk5Gg,The Cove Trattoria
VN5gJKlXIBQzx_M32F_lkA,Dairy Queen
sWnYWXqbcjEOAD2LhsmM3Q,Tiramisu Ristorante
sbjb1qNUcqQomJvcgPuJCg,Ruth's Chris Steak House
93MSg7oEwF8VkIAS-oDtdw,Thaifoon Taste of Asia
52OM_pfQNbWAwZ4ztWqaJQ,Denny's Restaurant
VGvieeQwktJPxLMq6I3tkg,La Locanda Ristorante Italiano
EHi-lebXGWjSktl4WvSoow,Lon's At the Hermosa
VGYaXB8kJjqBBIg6bsx1Sg,Pei Wei Asian Diner
AyvyWENKpPBOFnFFkZuAyQ,Pinnacle Peak General Store
CVBYF1AMlrZbScRXX8d6XQ,Nick's at Grayhawk
NkTBJP2YOwUAUNzRqR2gJg,Bistro Provence
Ih4HSyzm5fQHDnKOn4nmwQ,Domino's Pizza
fTqTiOdgLH1OcHw_spZ4nw,Pane e Vino
ltk2xcvDFvuljYIpMnRqAA,Quill Creek Cafe
IwkqtlUI8DV48QxCz80WQw,Rawhide At Wild Horse Pass
l7gUqxGk1Zf41r8K6FVMnA,Subway
_L9E4eZWX0vdePNjU1xtuQ,Toyama
WIcDFpHEnC3ihNmS7-6-ZA,Thai Pan Fresh Exotic Cuisine
7bkr2A6Hr0fnYOVg0O5RHA,Village Inn
FN_iNrt1Q7kHeVEe38yVGA,Caffe Portobello
CIpzeDYD252nq0nRA4px5A,Charleston's
srJKW8K5GPCz_4lVv4MeEA,Amore Pizza & Wings
FS7aGG1AOLbrVIGXTuA5EA,The Grill
YtLmp1WRJJWl8CcZMJYZqQ,La Hacienda
Apee77IOW5uNS7eGJe6Srg,Pinnacle Peak Pizza
stH6XAn2Drzol1H5oGvL2A,Jade Palace
fWnGkLnZzv2yl3fB7xF40g,Persian Room
BnbJTzFHzwC9qRTZa2pTHQ,Arizona Bread Company
2nGw5zkzvO5c2eH5P4C_kg,Shogun Express
luCSjoNQ9q_0QIjKKOy2pQ,Papago Brewing
c7pCjV1jaM1-o6FS0gB9Zg,King Buffet 2000
fMcI0fOLmUwSvgVCmGA9Rg,Frasher's Steak House & Lounge
zblaXjzHKgT0yLZpf4bg_w,Denny's Restaurant
G27f2NAq05CkMaoiXBPY_A,Einstein Bros Bagels
hYooRvt98mjOun91EyKPNg,Arby's
kIco4kv-FHT6QqdkDQ2cow,Sonic Drive-In
9r5YLKGTdQz_Q29cBifePQ,British Open English Pub & Grill
f_2iPdAHrcKMwMFJSRdFZQ,Super Burrito
h7hr0v3E1ulU2sXNItD5UQ,Fiesta Burrito
0zHHvaVxvR5BpFXECvNNFQ,El Dorado Bar and Grill
eA-qHFglOMhHwXcnHBRpNg,Flicka's Baja Cantina
iw7U-ZLP7Kp1gpNdCIf9Gg,Pizza Hut
rQTew_o97A7BL-7q4YhLCw,Taco Bell
APdrRZvoxc2Z86owaNj8Aw,HomeTown Buffet
seMhyOy1AHHE1_ZLm2R_BQ,McDonald's
xvCWAzIS_EpTwDIUVhY_Og,Jack in the Box
Pl1qDTX90DSLHo-ZAlAh9w,Dairy Queen
o1GIYYZJjM6nM03fQs_uEQ,Salt Cellar
hm6C88ehaQy721_r98krpw,The Sub Shop
JHp5mJvYe6UtM_QsklR-iw,Peter Piper Pizza
8AYH_pFl8GpPKCR_k-QigA,Boston Market
#NAME?,Papa John's
rt20ZJn4lY6e7cUQ41yPkg,China Wok
Gp9DdRy5cycduXjkLkj8ZQ,Subway
dyd81TK9jY-WLt6UbMFWng,Atlas Bistro
diL_xjhgiG607ux1nC0xaA,New China Gate
#NAME?,JJ's Sports Cantina
z3yFuLVrmH-3RJruPEMYKw,Defalco's Italian Grocery
5eZd9ni35mZlU6n4gocZfA,Burger King
ezzEgkFRlDYHJKqswJ4QuQ,Domino's Pizza
ESAm7dJIeS9CdWkgYASk8g,Dairy Queen
#NAME?,McDonald's
1_FS3rvpvgGEzr_SncSVpQ,The Good Egg - Ancala
Gy6hVorUNFCqNr-eYh5ZVA,Arby's
ZdQbDVZWDsO-d7q2qW8E3A,George & Son's Asian Cuisine
Xn06AozwcTvUPFNkknbgnw,Pizza Hut
ypONG7TOwU7ZTTFc03Zx3w,Subway
is-olmqaSZ0KCoe-_ftW5w,Tonto Verde
by3FW3uQWgAxAaZUSuL9Tw,Sullivan's Pier
PwCIMun-O0dB7Kh1NP7n5Q,Einstein Bros Bagels
C6gkuLYG_NOobXxaXwUUpA,Ruby Tuesday
jEWfxxA_kjeJE_Z_ku3zLA,RA Sushi Bar Restaurant
JokKtdXU7zXHcr20Lrk29A,Four Peaks Brewing Co
N2RtQLz2TiTpaMJoDoUpeA,Sushi 101 Bar and Grill
jJ2aoxyQjUKYCwWOKO4uPw,Grilled Expedition On Mill Cafe
OuGcrCgeTBrJnEGvLZ3JvQ,Silver Mine Subs
vi3TSM3KR-OW7LlHJ6QmEQ,Rolling Hills Golf Course
fb9eLHJ4S--TyXsarJJo-g,Blue Nile Cafe
hyff2JyqQgf85MaJZslHCg,Z'Tejas Southwestern Grill
Lub4-HPEabYInC2befLfeg,Plaid Eatery
HMUvbAHRnbAczNrYy8e5MA,Cheba Hut
ib23CJSg5HjQi2sOm1yGaw,Baja Fresh Mexican Grill
Dh-jKrXlivowMGDtfD_gug,The Pita Pit
K9lqz1JiwNE6cctR6qsJuA,McDonald's
mlK98WCvWNn5hkiLtscQTg,Rollerz
ZDXZGMpA4IhIqmMIMdeHlA,Fatburger
GKzbmBwL2GsRlF7RMuhQdQ,Del Taco
DpVZRn15Trc4oBU6MIxr3g,Chili's Grill & Bar
cQNUozVuJglYjbBx7N8v_Q,Picnic Company Restaurants
TzImzfIWkZTnetKl2a4-SQ,Gordon Biersch Brewery Restaurant
Cix9as8NXr9Ul0boTJ8k1A,Texano's Carne Asada
eGevCRobYnA_HSj60sEWvQ,Pita Jungle
#NAME?,Café Lalibela
chudEeZo1SNr-0Mo9L2OgQ,Gus's New York Pizza
EZox45JjYxhwYFbL70wPIA,3 Margaritas
MAfc2V_EVtyR9rMxxEAPLg,Khai Hoan Restaurant
UI8iKvzhGn2qZCGIqtQqrQ,Harlow's Cafe
o6w5mssU2sGOceaqPWOczQ,Samurai Sam's Teriyaki Grill
8Hn5X1AqgmSLHRG2KgBJBg,Oregano's Pizza Bistro
3uGE4jy0FQJ4miKr4PycjA,Oscar's Pizza
RtApx92iFX4n-e1VlQlkmQ,Copper Kettle-Salads Balti & Taandoori Grill
G3zvxtzN46-rfTTqwfhqLg,Maloney's On Campus
onwUqByAIhtkyJsEITV5lQ,Vine Tavern & Eatery
AEDOhkPdlVoYu3ImKDVk9g,Sabuddy
8_wUsDlOE8Guecq5RZZjDg,Tessio's Pizza
SNpVV5viJ2aPylP6bkAx8Q,International House of Pancakes
f_re4xw6zXn2DAbcChF-AQ,El Tlacoyo
eg4nd09goZ8opkthsKgn5Q,King Tut Cafe & Catering
JsanjIgKkl_b6kc4qWC55Q,Delhi Palace Cuisine of India
6pd0Z40VifMh6ETJrOw_0g,Whataburger
QirOUKXPlJ9GE21mDk7JtQ,Minder-Binders Restaurant
7kAXbY8hjHhC-nZKR2Embg,ASU Karsten Golf Course
NMYXPFV8V5uOi9wUuR3mdg,Kohinoor Cuisine of India
x-lEn6WxwqSNrdYdgjRsyw,Dilly's Deli
YPjYXym_ELaoo8c2cdVPBA,Library Bar & Grill
L2J3JfjXZLnX1rLhWKthqA,Rula Bula
c1yGkETheht_1vjda7G5sA,Green
FPboZrUMSNYE4Yy_0fX-Ug,Jim's Coney Island Cafe
XyE2QzPQjhvMXpSyw5Kvog,Philly's Sports Bar & Grill
cfRrO0P-L7o6UWL81pmxCA,Lo Cascio's Italian Restaurant
6ie9xvy2WW1pn7RuBvGNhg,Tasty Kabob
fNi9qUvM4G4MtjsFgUI7Qg,In Season Deli
VBhgkRUNe9gjc1HpmHA3Zw,Rosita's Fine Mexican Food
bMqkyZZzfJ3CnmrgGBjJGg,Wendy's Old Fashioned Hamburgers
HibY2EcXQhd4_JK_E_RX-Q,Mr Hunan
m_rEr3Vg1-f9Dg-Nag4FWg,El Pollo Supremo
Mh85-BDqDHlngT8G2ZnRWg,Otto Pizza & Pastry
6oRAC4uyJCsJl1X0WZpVSA,Haji-Baba
cUaaIk_3UdeSJ54CLvrW8A,Slices
XBm9ffI2pK-A_HcoHXAbcQ,My Big Fat Greek Restaurant
FG_GRMLSj68ximzfrr9eWw,Macayo's Depot Cantina
jrZ4CdPKcXtFv_xhV8ThaA,Susie's Mexican Cafe
Z_AF7hMunongLQ0XZPNaRg,Little Szechuan
roPC5nhFSV1mklVVOzTjzw,La Fonda Mexican Foods
C42yP2SAQyit92zVyRAqMw,Rally's Hamburgers
Y-NqaDy_1bb-Y5dQ33x-Pw,Sacks Art of Sandwicherie
6md4A90THda31wTg1bB3hg,Spinato's Pizza
5BXNeSwzOy1nhU9PtCHvIw,Stray Cat Bar & Grill
my9uotsFBYJl9L66iS5EuQ,The Bamboo Club
4XTcSltd2GydhvOzAV4SaQ,Pho Nhat
_uxcGC8YbHH2kJgXT2CxZw,Crazy Fish & 202 Sushi
x8I3XYa6CbI9REIJpDFtQA,Dave's Dog House
#NAME?,Fat Tuesday
IIYSJTKznSQmb--Kt1-HGA,Char's Thai Restaurant
q33WQvdsAeJHbTDYnCvxMw,Yvonne's Cafe
CO8UjN6WXsDJqo5qJx8nFA,Tokyo Stop
vAOTGsBMJp2ebRCJ6Ny7NQ,Monti's La Casa Vieja
BZ5Fqx0dTwZgnLzCcMyJaQ,Munch A Mania
EKzMHI1tip8rC1-ZAy64yg,House of Tricks
IoKd6IJaSZnR8KZTuHw-yA,Pizzeria Uno
S7f-B7KNSTU_akRQGeft6Q,Uno's
Kur7YGwuw6CqnqEypNrOvQ,Fujiya Market
u4gTf8OO6ywnnBUp7UL_vA,Ichiban Japanese Restaurant
4AKcmN--0hbF0kX9pg8scg,The Chuck Box
tmFFpZxewCwtZGnC4YfcXg,Gentle Strength Cooperative
q37eFP7wNLVg5ka1BophAg,Domino's Pizza
W5tBa2Bvs2fCXQuM40REAA,Pete's Fish & Chips
#NAME?,Sub Factory
kBF7JSs3VGdjjcf46vk4nw,The Original Hoagie Shop
yi5pFL1xhnMUH0BZb8xNUw,Trailer Park Restaurant
Kv3rSUtmAzDA2ADAkKUVYg,Urban Cafe
iNT6pcUugoXsDlZgRTyhtw,Caffe Boa
0udEgNqy5rLR5pZ4kD19Og,Thai Basil
2ceeU8e3nZjaPfGmLwh4kg,Casey Moore's Oyster House
KyiV6r8jH_bgq3VkAaYw_A,Ladybug Cafe
rlQCMHmaMjPzEh3BeaDkIg,Serranos Mexican Food
MwaFQkJxzqg8G5_hTip99A,Joe's Crab Shack
D3e0Caowj_1X4o6C9hzN1w,Carmen's Bistro
RtkO-NApvScuMyQGpwRfIw,Papa Razzini
63oKTPacLDyd9D5XwmAlUA,Classic Italian Pizza
0m0KmAYGvC34MfwJIEgCEA,Fuddruckers
eWvfBkL6NPtIjfqhCo7EdA,Domino's Pizza
y3V2jqKmvWjyo9Mc-Ipn4g,Pasand
b7-1zOz2yaQZ7JUHqHLAlA,Gourmet Wok
n2obEkXP7e3QCNkYXcO3Cg,Baseline Sports Bar
p06uRJ0HO4k9FXabVX45Pg,Wendys
SZ9JuY-zD0SIrBS1b9Isyg,Taco Bell
yKC98yTn7_feZ8LOx5jAvA,Panda Express
bygCmRIxMiLjs66Qf3whSA,Einstein Bros Bagels
446KvdN175pZ8nc64QB51w,Chuy's Mesquite Broiler
nseCVrqIJ6GLdSz6dn4fkA,Boathouse
ZlmZKy8IYfExSP33WJflwQ,Tom's BBQ
3_-UavvGHSl3yzyX3KGg0Q,Burger King
tHztlek7Ecs-5ZonXUATyA,Apple Spice Junction
ZT4yweuACGHR9KtlqPJpiA,Kfc
xgiMIVfuR94h2NACaQfo3w,Little Caesars Pizza
iZpgRNPogioU5sEaDyl5uw,Chopstick Express
eYi7Ylx0srVaeCLnkeXyrQ,Church's Fried Chicken
ApEvXLmsPMWsUVEfPkrmfg,P.croissants
Kp7FuOK-vb1ufpCsTU14eQ,Lychee Inn
pSiR8m18iick2D7TFdmb-Q,Wong's Place
baV9mE-cD9u-buA9N_k-Xg,China Town Buffet
TOy2PLtojYMCaVzHsEzyhw,Popeye's
lJcXm5UJ2yAGcX6hUN2kfg,Carl's Jr
QxpX4slDIOGFEHlPV4mrSw,San Diego Bay Restaurant
166feddAL9YETnzTSUJ8aA,El Yaqui Restaurant
YL_EiYALmGUd1lm5HZgL3w,Someburros
fON48rwmABedlUu0DWVEiA,Filiberto's Mexican Restaurant
pA0Z8FbnfsoRmHe1ULqHeQ,McDonald's
2o8wGRVSn1UCrwSMqwgu-g,Rubio's Fresh Mexican Grill
sNuyncpQdcvfEpfZS-3Yew,Tott's Asian Diner
56YapUus0bh9BFax-HIbPA,Long Wongs
kCuThQa4pyo6S7hXyfSqkg,Denny's
UcEaSZ2nd721f0C67zN23w,Chinatown Restaurant
ZLMTpar6-f_TgekXpaza6g,Rosati's Pizza
8tGQZpKXJzQEu0we77w7eg,McDonald's
AoQ53rJ0ZWvVgJYRXGduKQ,Domino's Pizza
ZgvRm5mAyHJs-yWH6pYHww,Il Primo Pizza & Wings
dVdZTdXcz2W-Hp3NFXQuJA,Panda Express
iOdaFYr_V6SKEKzB2fE92Q,Sonic Drive-In
Dl75rUIh6VWgg4bRxOLqoA,Polibertos Taco Shop
1cTI09YZ3uRPXt3YkznuPg,A Touch of European Cafe
9rELgXY-D-MbH3HuKotcmQ,The Great Steak & Potato
mLH4DEWVcYVFHwsVNyb-uw,Papa's Gyros
2zJbG645xRdTfAprhaVQTQ,Mama Lupitas
UksBiIoqV0sr4kcqBOE4nQ,Lenny's Burger Shop
DfJRq4pqowfdTB4iTAENjQ,Vito's Pizza
xqg3eJBQjPTeNJAk33Bm9A,Hilberto's Mexican Food
5lYd_fpm7ug7_Xzu7RloPQ,El Pollo Loco
VCGyfZMhaCNUnYTK-ihvXQ,Him's Jl Buffet
9_2qTGdmBx2lAJlAIKHOiw,Submarinos
SvZXOhA_hIuQgR34VfVqnQ,Dazzo's Dog House
3WTt7zs_JGdQnFnxKADQww,Long Wong's #9
znk2Myv_dDjUIRm7cYHdHQ,Pizza Old Roma
19yh2tk7HXOBG8GU0_OrKQ,Caramba Fresh Mexican Food
oPhx1YGHyLmtl6sfo3Vr8A,Pedro's Mexican Restaurant
4RsM5U2poPyQZsaefj85lA,Hing Loon Chinese Ex
VEDXuvU1gZy3PqD9q32uwQ,King Wah Express
Yw86Jnab9ixke9xJ5pLhMQ,Pete's Fish & Chips
8VRTiv3IWanIf6W16KxHnw,Famous Sam's
O-s2pyewnZXyyxBAfka7-A,The Corporate Cafe
QtJSfc2kMLacyfyL9Z6NUQ,Lily's Cafe
Ldf1VTbrd66IKzhhLcNjdQ,Neriberto's
RjMUBuL5XVoyrS58xxImqQ,Peter Piper Pizza
WYd1nHMfXkuSUOXXiXFvpQ,Ming-Gee Chinese Food Restaurant
oB3LAXzg-GgnPbBRUsvxxw,Kiss the Cook Restaurant
4kSWilkz2MRpLRDBQH0j7g,Church's Fried Chicken
QzC9ePNTrJ5QQwehsmMAWA,La Perla Cafe
CFuzIBaREsa0nunnI_FFYg,Parsons Family Restaurant
C3X564vqQ1bYLE9rlg5Q0Q,Mi Pueblito Mexican Food
sc1UacpE3cVNJueMdXiCyA,Canton Wong
367BbOm_KU4ljgj41p9f3g,Del Taco
UvHZBttSo_9mkebNGJfS-A,McDonald's
GPmV6e8A1gpfrCCrbe3Pkg,Panda Express
7rNxQjRe7vd755tG6JeU2w,Taco Bell
6G4UcbJ-j9v9TOAJekkvAw,McDonald's
oKGhW4Vb3CDiGfPQDNkpzw,Pizza Hut
4xTEUanoQgInQXRMBZtYuQ,Wendy's
B_fVPPUxw0TA9TfT5NB5AQ,Palermos Pizza
HBzv6vjTkeM-s_UIFCg2gg,Ono Hawaiian BBQ
OFdO9i3NZ23HNS2ua4PVoQ,Dragon Garden Express
ARKzU5IdVkBryBQMmBwlUg,Mariscos Las Playitas
tjbOg0zdpMaJcpTAhrFx3g,Panda Express
HUR7B6X_f_V_50w4pfoyyQ,Cafe Zamora
VFi-N5ySGpId7-ie85rSHQ,IHOP
y9z_y8VD7xr7lf8qR-uFCg,Tony's Cafe
TnKMo7BnsbqFaeNL1GY3og,Bamboo Palace Buffet
pytGIsvsxzC64BbYhFHVjw,Raul and Theresas Restaurant
LRLN1CIUprYLs6rWUC5bAg,Del Taco
KUuJuEudXr__j_BHYXBNYQ,Sonic Drive-In
lQkeHWsmL48KQGXGjdEOfg,Whataburger
wX5HgfD1i1HYU7T6JZvh1Q,Ed's Fish & Chips
FosnBEgugCZfnvBwQbZPSA,Jack in the Box
rhOC6FyEpPuZxm563uwLzQ,Baja Fresh Mexican Grill
CVpsw1ojfQBMuasB1nF3zA,Barro's Pizza
#NAME?,Jack In the Box
TehSM5JrMRikSnjnnfulbw,Tonto Bar & Grill
_F2DNPjsqgkAd50zuX8dYQ,Harold's Corral
rQEVIWkcIjnfIKUrqovUDA,Wagon Wheel
nbUFQy1d04CL2QEWstCD-g,Dairy Queen
4FmFTk3qmd5inT-ZGFYwgw,Indian Village
1lS4-F785wYGn6u2dzUgow,Le Sans Souci Restaurant
pG1_llTQIrd5NRc_acQMKQ,Satisfied Frog
7Z_VmjR74f2Wf-hTBPDF3g,Oak's Diner & Flapjacks
Oxgiv8PVn4RXth_bHSbB7A,Alberto Italian Restaurant
QaYbXnV84aD-BdZ56EFUTw,Legend Trail Golf Club
Zkl24YXMfpPnMXzjBLp3aQ,Buffalo Chip Saloon and Steakhouse
YOlwn4aUSQX6fckAFRWvJw,The Horny Toad
co_6LeIptstZXrYlTrvQyw,Subway
GY56AE5HGV2dWcRNGXumbQ,Cocomo Joe's
4pC4jMoanLySaOgGRwyXLQ,The Hideaway
HS6K-7G7rkqv4lN3a_pk9A,Wendy's
2cIEpsD_mv5zLaAM1B_JZA,Brisam's
kKCcVXO7VLcjjZP2gYcr-Q,La Fondita
Zpl8mUrhJJizHHOhbP4bxQ,Humberto's Taco Shop
32dee8YUFOSBDeIRmG-tPA,Rio Mirage Cafe Y Cantina
IzuQ0So4XbdLrk36Oy_nmQ,Mariscos Mazatlan
dMXYzSsh7CnIX_6KixDW8A,Space Age Restaurant
QcNC8YJCKIg8vFUPWcPQog,Burger King
9xbQT85RGZmQK-bFcDUXTQ,Bill Henry's Texaco Food Mart
sygb2W4NRadVXiWhW8bnFQ,Sofia's Mexican Food
5lQatU1Kf-W-rUavMjJhfQ,Big Heng
782gZiEOJdexc2NEba7KtA,Carl's Jr
wPMKAGNsLXNr-A4_ctxU_Q,Pizza Hut
2eedL3hDviwReK0w1NkRIw,Brunos Pizza
q-UtIUIsL6W7_fxuxBfxeA,Church's Chicken
0SI_lD1xTb6hUqpruo6ovw,Gallagher's Food & Fun
VaN93_qJshvhx_wAfOM7eA,Jack In the Box
OswHQvQBpL6hHrSoqruEEQ,Long John Silver's Seafood Shoppes
txOMZiCpQwI4qydicluM3g,Dennys
5G_oPzPhlTJ1zMmqywWOUw,Filiberto's Mexican Food
k14-CYr2UDE-B5qc3Q9CYQ,Don Lencho's
ct7GR8_z34WRrNT2LPkbUQ,Quiznos
GZ9Bzur_XJGGu_oD5BOkOw,Ramiros Mexican Food
6MxbrPOLk6UNDiET8ZEGog,Peter Piper Pizza
8QLxPr5UaeuZrTMYulGzdQ,Panda Express
68mm1E5mTzMjEylitv4hlw,Taco Bell
6eF3g32tGeeq5dfGqtcnuQ,China Place
rhN7xg5XzvRKvdAXE9lBtA,Q Bar and Grill
GMcqokLizYYEOxAT3J_4_w,Bobo China
7Yr8FRINq9ZDdR30OLtEHg,Good China Restaurant
0SGgz8jHkSCcxcYOXOAkLw,Der Kaffee Kuchen
cyxnQ6EocFbAENe7nRwx4Q,Mercer's Restaurant
FB8rHyZSWZareFx9-bXGEw,Earl's Mexican-American Food
fAJM5vQ4dJn2xSfWMAEu-A,Brothers Family Restaurant
wuudosx7qqxJgLr8wer8NQ,Wendy's Old Fashioned Hamburgers
gw-zDohfYJ3_RDlDd3faRw,Peoria Cafe
pV2nc4WPWKtoyeBBOxF-6Q,Romen's Gyros
pwV7OoVlCsQICqFsmRa-zQ,La Petite Cafe
LQbzGUOXOxYqAWInQ1terw,King Buffet
bGeBLbhwk4vMwa859GRzeg,Pizza Hut
uLzb0n7iYbaTZKeta1RDAw,Nino's Mexican Food Restaurant
FcGExDY3hv9EIu0CTbAS9g,Subway
r6Hq9Cdh6eknx_1syrdusg,Coco's Family Restaurant
7_SWD2uS3yVsFXzuw8k5MA,Little Bite of Italy
JFqf-f4qQ07S_M_EQRO7VQ,Bobbie's Cafe of Sun City
kbRp8hTFtIhE5kblOQLjaw,KFC
pL9DLAOrhuxLv_BNX_GM2g,Chang Lee Restaurant
TZreEdLD25xVwkyvmkgSoA,Furr's Buffet
dSKxZU3Puy77MUTMXwDlgQ,Tivoli Gardens
v4VW2kQ9Z__wBxD6l_mCHA,Golden Star Chinese Food Restaurant
