yelping_since,compliments.plain,compliments.cute,compliments.cool,compliments.more,compliments.profile,average_stars,user_id,elite,review_count,name,compliments.list,votes.cool,votes.funny,compliments.writer,fans,compliments.photos,compliments.note,compliments.funny,votes.useful,compliments.hot
2010-07,11,,7,2,2,3.67,IxYjQguWtCzvXgu2Jx2F0g,"[2013, 2014]",252,Garen,,102,111,4,4,3,2,8,217,5
2011-02,1,3,11,,,3.62,aUQBP7ywblAXN0sKcZNqjg,"[2012, 2013]",63,Catie,,41,16,,5,2,2,1,310,2
2011-04,15,1,13,7,,4.27,m_ecV-6RLl79wJIE3VKIYg,[2012],83,Chris,,117,65,1,2,2,6,,182,6
2007-10,12,1,21,5,,3.57,spIShnbyWXzrblaRb3Cq9A,"[2009, 2010, 2011, 2012]",132,Cindy,,147,259,10,6,1,8,12,332,14
2007-04,28,2,57,11,3,3.81,xQZbEDE9MP6cMrOLk36B7w,"[2008, 2009]",187,Colin,5,239,259,12,15,3,16,35,307,54
2009-04,6,,8,5,,4.34,ARlAnV0FRlM9Pgv57eESbw,"[2009, 2010, 2011, 2012, 2013, 2014]",345,Ty,,169,84,13,11,,9,2,311,15
2008-04,19,,14,4,1,3.77,N7SINdwjJ-VCAzPPM0HeLg,"[2012, 2013, 2014]",279,Jennifer,,201,181,8,3,1,8,1,415,11
2006-01,70,15,145,8,15,3.89,Qex4D0QFujoWcVuII696EA,"[2006, 2007, 2008]",113,Adam,2,364,287,15,22,7,63,70,384,117
2008-10,1,,3,,,3.64,2_2MJHPoC2Sf2RFOJMvVRw,"[2013, 2014]",178,Nell,,39,32,2,3,,1,,186,
2007-06,16,12,40,2,4,3.32,rT5haqA4fYXTfWjhUcMsEA,[2007],107,Jessica,2,289,269,7,17,5,25,36,278,40
2008-10,3,,7,2,,3.52,Ks283OPk9Iie2blwhrwRfg,"[2013, 2014]",172,Nathan,,67,102,7,6,,4,2,231,2
2010-07,4,2,8,1,2,4.06,8cnlY58wMbs1uNrOfH9wbw,[2014],36,Laura,,49,39,8,2,,3,,92,6
2007-09,21,,45,5,1,3.94,AhUWOxworRtDLmmS27Xreg,"[2012, 2013, 2014]",392,Danielle,,182,117,30,18,,2,16,358,35
2008-01,1,,13,,1,4.24,yVg2fQEs20dYUBc4B9DgEQ,[2010],51,Cheryle,1,73,61,2,2,,,3,133,9
2009-11,310,6,370,33,4,3.55,djwAnTFl0zvdjrFkJqPVzw,[2013],225,Philip,7,2131,2101,169,30,12,150,217,2658,128
2008-09,42,1,38,2,2,3.67,_ohPF8fo5ifWiMOrEPrC8Q,"[2013, 2014]",124,Onotse,,142,85,21,7,2,19,7,231,33
2009-06,166,7,183,8,23,3.88,dQT8hTHKHtolyDiklt5yKw,"[2010, 2011, 2012, 2013, 2014]",289,Andy,4,406,478,45,19,95,34,68,638,70
2012-09,27,,30,1,,3.7,rtS7mDof5d-cEPBsmVuUJw,"[2013, 2014]",126,Justin,,103,31,14,5,1,8,15,186,20
2007-05,58,16,62,7,3,3.66,FuEecQz7BZJhJFOk3DO6gw,"[2009, 2010, 2011]",201,Jessica,17,573,479,25,76,14,20,32,1033,98
2009-06,68,3,38,4,1,3.4,qMlyb7J30RtPBRK3HjMOaw,"[2013, 2014]",345,Christine,,411,706,16,9,4,20,14,1329,28
2010-02,4,3,10,,,3.39,N8tc5lccLaAAQry5SR3LgA,"[2010, 2011, 2012, 2013, 2014]",265,Leah,,104,108,,6,2,11,3,364,
2008-06,640,125,998,64,136,3.82,V0WOxlZrIhBjcvlpszAgXg,"[2011, 2012, 2013, 2014]",549,Phillip,23,3130,2884,329,54,102,231,464,3734,1323
2010-07,7,,8,2,1,3.9,OXyvPCZK7r6RCutsvscSDQ,"[2011, 2012, 2013, 2014]",205,Sharon,,51,39,3,9,12,2,,145,4
2010-12,11,,9,,,3.54,gXsGo2neeVjlq3ZQ1mG8Rw,"[2013, 2014]",102,Cynthia,,83,106,9,5,1,3,2,170,1
2010-05,12,1,18,4,1,4.13,XEHbItpxKrpsW4EoI6O27Q,"[2011, 2012, 2013, 2014]",489,Michael,2,298,200,12,8,1,13,3,1054,16
2012-03,1,,4,2,1,4.16,e_I7IBCXAqhBOCDutW3vRQ,[2014],31,Josh,,16,2,,0,,,1,26,1
2008-03,17,1,31,1,1,3.85,u4sQTg5gH1SQGIN6XlQRKA,"[2009, 2010, 2011, 2012]",245,Rob,1,267,70,6,3,2,9,13,348,9
2007-01,3,,6,3,,3.92,a3JwAiTrNROfxLHuDRUTdg,[2010],72,Crystal,,50,48,1,5,1,3,,178,6
2010-11,5,,7,2,,4.19,ImT20Kp9M5S3SgmejnBsLw,"[2012, 2013, 2014]",91,Alexandra,,52,46,7,4,1,10,1,165,5
2008-11,3,,,1,2,3.37,KYEKYUeThIRmu1nKGeo0Ug,[2011],96,Henry,1,55,34,,3,,2,2,130,
2011-09,3,,4,,,3.68,TmgMwqu9Isbklg69AZrpcw,[2014],108,Jamie,,29,12,1,2,,2,,101,
2008-06,,,8,2,1,3.61,CVzyzg9JBuCp4mt8MIYh6Q,"[2010, 2011, 2012, 2013, 2014]",207,Jeff,,105,191,7,16,1,8,1,241,5
2010-03,30,1,20,1,1,4.01,GKxQakPItye3IBrenqb7yA,"[2012, 2013, 2014]",319,Sarah,3,133,108,8,10,1,3,4,315,4
2008-03,640,38,987,112,49,3.77,IPJTjIzF6T4IGQ0ha933aA,"[2008, 2009, 2010, 2011]",2004,Javier,28,9652,9936,531,216,128,547,800,11330,550
2009-11,4,1,3,1,,3.54,sv-zCjEl7X-NV6MUPI6r3Q,"[2010, 2011]",100,Jen,,71,124,12,5,5,2,4,180,2
2013-10,84,,8,6,2,3.82,J43SbMbB4i9ZpNz9SGEUGA,[2014],272,Tom,,96,34,9,9,5,17,11,169,5
2009-10,6,1,1,3,,3.84,POyoOkANR-zz1XNy8eW6KQ,"[2011, 2012]",84,Kim,,41,56,2,0,2,9,,151,4
2007-04,6,,9,,,3.88,X4PbH_ACLSIT_p3j4krnag,[2014],142,Yiven,,62,64,1,3,,2,1,232,1
2009-10,27,,22,4,1,3.77,YwvYVYjyQUqAUE-eGG4aNw,"[2012, 2013, 2014]",324,Katrina,3,217,213,16,15,,8,11,617,12
2008-02,5,,3,,,3.63,_vluuJGmKmggWEJnrBXLgA,"[2010, 2011]",165,Mike,,47,44,1,2,1,6,,126,3
2006-06,2,1,11,,1,3.75,CzdZsPo6Zbo7tMcXY4gvpw,"[2007, 2008, 2009, 2010]",112,Trevin,,69,68,1,4,,3,2,149,3
2011-04,20,1,21,3,1,3.86,SiWlxdYSUHlI_pHZukiwVg,"[2011, 2012]",101,Katrina,1,69,43,4,3,2,6,8,116,9
2009-05,4,,6,1,,3.51,ODDVBUbNfP6qyndkZB7hMQ,[2011],125,chi,,50,33,1,2,,2,,91,
2011-06,8,,4,3,,3.73,LBi4cEPe06npb6uYaaRWeA,"[2012, 2013, 2014]",169,Sivaram,,48,36,7,2,,1,1,152,2
2011-12,3,,3,,,3.27,jfv_Hilw_KaJIVXXZ5-s6A,"[2013, 2014]",127,Jonathan,,25,20,,2,,1,,94,1
2006-10,13,,24,2,1,3.78,QIrOGRxWxSXAHCnf58xfQg,[2014],100,Micah,,118,72,3,2,1,7,1,201,5
2013-05,36,4,40,1,5,4.34,GdXDLrMruYKSsEcb9Lvg6Q,[2014],123,Tora,,158,80,5,9,10,31,12,189,22
2007-02,7,,17,6,,3.65,e8ypzeVlRpgia6w-k0T1DQ,"[2008, 2009, 2010, 2011]",379,Jon,1,203,164,6,9,,5,5,471,6
2010-12,32,1,27,,3,3.87,6uMjxm9U8NncXxhqvOOLng,"[2011, 2012, 2013, 2014]",547,Katie,2,401,404,14,22,7,19,16,936,10
2009-07,193,,222,13,3,3.48,wsm6BtTx47IeBpxGGRVszg,"[2011, 2012, 2013, 2014]",987,Jeff,67,930,695,133,26,119,166,72,2021,60
2010-03,441,10,775,18,17,4.04,C0xQTAEiBvu_oe_O42NC9w,"[2013, 2014]",54,Clarence,1,514,487,118,18,67,176,310,594,322
2009-03,6,,4,1,,3.84,FWVVzF3CtBJ7_TJ3cMy4-g,"[2012, 2013, 2014]",253,Pam,,84,61,3,3,,3,3,170,2
2008-08,89,24,128,24,20,3.67,QV2wyAsRMnlzyOXEK_dhAQ,"[2010, 2011, 2012, 2013, 2014]",441,Raquel,21,750,818,67,118,84,83,55,1372,119
2009-01,8,1,8,1,,3.76,OHlj1hhU8v-I-lsr20y2tA,"[2010, 2011]",241,Jillian,3,98,83,,16,,2,,215,5
2011-11,10,4,12,1,2,3.5,z5IHIHf3zLBzBv8hOz5BmQ,[2012],46,Dara,,24,23,6,1,11,16,4,44,16
2012-12,7,1,1,1,1,3.63,IAiRoEO5QJ2Z5N2IVpYrOA,"[2013, 2014]",215,Bianca,,24,20,1,5,1,,,95,
2010-04,101,1,72,9,2,3.71,EIEf4s5c_CjwVjCRUCxTag,"[2010, 2011, 2012, 2013, 2014]",363,Scott,2,487,228,48,14,3,24,10,1162,37
2011-05,6,,13,5,,3.78,lkb37sPqc72itQMLv_XcnQ,"[2012, 2013, 2014]",258,Antonio,,83,54,7,10,,14,,177,7
2009-07,5,,12,5,,3.82,wyQh2KBh-EZhmGMqTHa2AQ,"[2012, 2013]",306,Khoi,,78,64,7,5,1,5,3,300,1
2008-02,102,17,162,10,14,4.07,_sMAbMc0ajVApMN3O-r7ZQ,"[2008, 2009, 2010, 2011, 2012, 2013, 2014]",381,Katrina,11,1185,1201,61,21,16,32,93,1487,190
2010-04,21,5,22,,4,3.32,IfbcKW5QXe99gEe0_m8jLw,"[2010, 2011]",203,Mimi,,112,195,7,4,2,9,10,383,15
2008-05,32,1,21,1,,3.5,X-_kwj1h8w67VEtKlkqd_Q,"[2009, 2010]",115,Max,,121,141,3,5,,14,8,219,5
2008-11,3,2,3,,2,3.35,D4py4DeV9ws-UuJhHAe6_Q,[2014],273,Laila,,92,104,5,3,3,2,1,308,1
2006-05,1,,6,1,1,3.95,IAJvdPrh4huF-MJO8TrK3g,"[2006, 2007]",40,jason,,52,57,3,1,,2,9,59,3
2008-02,389,65,952,104,69,3.79,8fMBZLEz9oPtQ0_J6u8GpQ,"[2008, 2009, 2010, 2011, 2012, 2013, 2014]",1235,pauline,30,3903,3870,352,104,176,173,472,4757,1005
2008-12,6,,1,1,,3.71,xJx-WU_dRQ_NaBsLBsXxfw,"[2012, 2013]",62,Monica,,36,39,,3,,2,,86,2
2012-12,4,,1,,,3.78,ZilAKKl3F4DqWSZPSnZfhw,[2014],85,Patrick,,7,7,,1,,1,,36,
2008-07,1,,2,4,,4.23,GpEr3syAlSrJaodpdRpbpQ,"[2011, 2012, 2013, 2014]",426,Dave,,86,43,,1,,1,1,170,2
2009-04,14,1,41,4,3,4.0,p50C67UME-h4p5iUKNl0GA,[2010],77,Becky,8,82,39,7,6,1,11,6,144,32
2007-05,23,1,46,3,,3.85,fQovfpPn1sOdTQwjCtqPaw,"[2012, 2013, 2014]",143,David,,95,97,14,9,5,12,13,200,32
2012-10,47,,38,6,4,4.22,onCEYaMsYStL9Wt0Uy6VMg,[2013],95,Nick,,100,74,22,1,2,26,11,184,15
2009-09,2,,5,1,,3.69,I4aIcicBylYns8SwiFOV4g,[2012],153,Brandon,,170,222,,7,1,4,3,250,2
2010-08,5,1,4,,1,4.12,tFzOh3y_U0fSDkHNNJ8OtQ,"[2013, 2014]",116,Danielle,,83,28,10,4,,5,1,133,7
2010-08,83,1,55,12,2,3.9,HIlrU4ShA10pNwwhc4xSaA,"[2011, 2012, 2013, 2014]",335,Jeff,2,302,307,32,17,8,19,13,786,19
2008-05,31,8,95,21,1,3.92,pnPB-HoJghP4u8kONnb6Gw,"[2008, 2009, 2011, 2012, 2013, 2014]",311,Kathy,7,660,476,27,35,8,39,39,1037,49
2010-11,24,6,40,5,3,4.02,FbTdIUhGKwyBu0-F-K-pFg,"[2013, 2014]",543,Diana,2,451,419,24,14,2,21,14,673,22
2011-06,7,1,17,2,2,4.37,PzpbIqAMjA4lThq6RpWrPA,[2013],30,Geoff,2,32,26,10,3,,1,5,65,9
2010-05,3,1,4,,,3.85,zqinrvXec9BBrTGpLILNPQ,"[2013, 2014]",81,Jenny,,25,33,2,1,1,,1,95,2
2008-01,5,,2,,,3.62,aLQg0IezMqCOEQv_ux0Wlw,"[2013, 2014]",118,Matt,1,48,26,2,1,,2,2,179,2
2012-07,6,2,9,2,,3.66,gQMuqiadl4WXnB58fljphw,"[2013, 2014]",94,Lauren,,45,25,,2,,7,3,110,8
2008-07,35,4,26,4,5,4.16,yg5SAnapFt1RRVrCMXmZjA,[2010],142,Jane,1,199,206,15,11,1,10,11,361,34
2011-11,797,9,421,12,7,4.06,CK_Hg-YIpS_WSkN6iSWu5g,"[2012, 2013, 2014]",423,Blue,2,1659,1535,95,99,31,225,227,2417,166
2006-12,88,1,100,12,5,4.02,OrL68K3roYDX_qQ0O38gaw,"[2011, 2012, 2013, 2014]",286,nancy,2,393,358,31,14,15,52,47,621,42
2009-07,18,5,23,8,,3.64,Rlwxtp0RifjuMRdf_ZYvSg,"[2010, 2012, 2013]",188,Gabrielle,3,254,191,7,8,4,17,6,525,15
2007-01,7,,12,4,1,4.12,8mzMsENpfcc6miy4SWgz6w,"[2009, 2010, 2011, 2012, 2013, 2014]",247,Rebecca,,137,103,13,6,1,3,1,262,12
2010-04,33,,54,3,,3.98,eOB1xSmfl6-VgQTZU5OSJA,"[2012, 2013, 2014]",206,Justin,,288,155,4,9,,17,12,314,14
2007-02,5,1,15,2,2,3.87,Dv36tenGwdDWxxXNcJjj3g,"[2009, 2010, 2011, 2012, 2013, 2014]",369,Win,11,173,96,9,11,2,7,5,335,12
2010-05,52,11,52,3,4,3.96,NtqtKtuFNLXFF8gqb9td-g,"[2011, 2012, 2013, 2014]",508,Jenn,2,354,417,13,31,20,29,45,713,33
2010-01,,,1,3,,3.6,obHM8Ca9K4FsRniEg4jAyw,"[2011, 2012]",104,Brad,,34,42,4,2,,5,3,120,
2009-08,13,,21,5,1,3.38,_6HPAo_OKHOW1qsCuqzUCg,"[2012, 2013, 2014]",119,Nicole,,96,97,5,8,3,8,2,233,15
2009-10,70,4,35,2,4,3.99,fCHvzdXkXfI2ORPFk1U9-A,"[2012, 2013, 2014]",125,Jason,,136,231,6,11,3,13,10,219,15
2009-01,13,1,34,4,,3.94,1g87kVLf4HQPe5RIXILMRA,"[2010, 2011, 2012, 2013, 2014]",307,Tony,1,275,241,10,5,3,8,8,440,9
2009-10,25,,21,,,3.66,IOHviM8q3MLxZadQumjATQ,"[2010, 2011, 2012, 2013]",242,David,1,330,311,5,3,,6,8,614,6
2008-10,5,,8,3,,3.63,AL5vldcDZL9uWMpc8zy6_Q,"[2009, 2010, 2012, 2013, 2014]",147,Derek,,161,165,10,5,,8,4,269,6
2007-02,77,,57,12,2,3.58,2TXGGk3ougxPJTjawX4j4A,"[2008, 2009, 2010, 2011, 2012, 2013, 2014]",441,Geoff,3,468,419,24,29,2,29,17,693,26
2009-12,32,1,26,6,,3.89,lR6aGmo9dkoJfS90JZ-dmg,"[2010, 2011, 2012, 2013, 2014]",174,Cliffton,1,245,108,10,6,,16,6,378,16
2008-05,3,,6,3,,3.86,v0eHfv0be0VAbH8VYbBHwg,"[2009, 2010]",192,Monica,,125,78,1,2,,3,2,265,2
2008-03,21,2,36,13,2,3.51,izeSg0HBWtjst4HvIlv5Uw,"[2008, 2009, 2010, 2011, 2012]",361,Stella,,235,158,18,30,16,12,4,480,25
2010-01,17,2,13,2,,3.81,9iNZqu4L-lmCo-dmW1goZQ,"[2012, 2013, 2014]",219,Joycelyn,,78,36,5,11,1,9,1,210,9
2009-02,5,1,5,3,1,3.9,relzxe_pW048zIYcYpSwNg,"[2013, 2014]",157,Cynthia,,55,37,4,2,,1,1,174,4
2011-06,4,,2,,,3.95,WlHAPegWK7WjHF2YVVPxtw,"[2012, 2013]",60,Valerie,,18,5,1,0,,1,,62,3
2010-04,,,1,,,4.01,GFaVlrfrJKh0OwfAjvcNYA,[2010],70,Chris,,57,81,1,1,,,,108,
2009-03,16,,22,1,,4.57,ZT4TSFJBi65gU6wTSaA_Gg,"[2009, 2010, 2011, 2012, 2013, 2014]",306,Gabriel,,174,77,10,7,2,12,3,378,8
2007-06,37,6,41,2,3,3.44,7bLQxqh4TQD6P9THBxUu2g,"[2009, 2010, 2011, 2012, 2013, 2014]",721,David,2,473,362,15,13,1,24,20,870,26
2009-06,4,,18,,,3.89,tan5oe0RkjK-McJB2RQUxA,"[2010, 2011, 2012]",214,Jen,1,99,81,3,13,3,4,1,279,17
2009-02,34,3,40,2,1,4.2,43-cHezdFlBQ6mJbHJG8Jw,"[2009, 2010, 2011, 2012, 2013, 2014]",173,Rowena,1,157,146,7,14,5,12,6,266,23
2005-10,20,6,52,2,4,3.87,0arQ82n4mvrc42U8KuoE6g,"[2005, 2006, 2007, 2008]",266,Tom,9,298,267,5,20,10,16,22,456,18
2007-11,13,8,18,,1,3.57,D8JZnUA6XwlvGZM9pGOFgw,"[2009, 2010]",160,Liz,,90,89,5,13,2,9,9,187,22
2007-05,24,13,69,6,1,3.53,f8VHhBNt7DEiOhXvPPI8Jw,"[2008, 2009, 2010, 2011]",422,Tiffany,1,430,426,12,22,3,21,33,673,62
2013-01,4,,1,,,4.18,vd6WqlkT7IQEl-_ttiuRGQ,"[2013, 2014]",107,Sloan,,28,12,2,4,,1,,115,3
2010-03,4,2,8,2,,3.97,CUQlHcQoKrXEfBUlqWuxfQ,"[2013, 2014]",74,Jennifer,,70,41,14,5,,2,2,170,6
2006-03,16,,4,2,1,3.76,1jk19wMLjQoVyMspOtHy5w,[2007],86,Chuck,,30,49,2,0,1,,7,63,
2011-01,5,,6,,,4.04,JlCjjf4H8rs2_lkj7xWRZA,"[2013, 2014]",47,Nicole,,34,24,1,1,,3,2,69,1
2006-08,46,21,63,17,5,3.67,Z7nr-LLKaPG7bwKuk1PWVQ,"[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013]",209,Mona,7,774,1005,18,65,29,41,98,823,88
2009-03,20,1,9,,1,3.88,vU0_lWX1uWig305RYO-dfw,"[2012, 2013, 2014]",136,Brittany,,99,92,11,17,2,17,6,366,10
2010-12,34,,43,,,3.48,1Xv59aBvmXIrPf7gxpeLkw,"[2011, 2012, 2013, 2014]",281,Joshua,,244,204,18,6,1,28,13,560,25
2006-09,35,6,120,4,5,4.02,wZtfgvBJ7VihuRyq9Nqepw,"[2008, 2009, 2010, 2011, 2012, 2013, 2014]",442,Meredith,1,854,575,28,36,3,15,29,1113,106
2010-07,1,,1,1,1,3.9,YgFHnFqxtO5tWYcG2E9ftw,[2012],110,Maribel,,33,12,1,2,,1,1,47,2
2008-09,4,,2,,,4.02,Xc4wlkOUohi3ajYZlnJptw,"[2012, 2013]",51,Will,,30,25,2,1,1,1,,57,9
2009-03,25,2,29,9,1,3.52,rwAClGRPx4lOTLGvgsxyNA,"[2009, 2010, 2011, 2012, 2013, 2014]",157,Ngoc,1,192,145,17,6,10,15,6,406,23
2013-03,3,,5,3,1,3.89,ieaT3v0coUNrSqVgY342cw,"[2013, 2014]",244,Cameron,,82,67,4,1,,2,2,278,4
2009-01,20,3,25,3,,3.9,soPyELm8yV4v1pankCGZXw,"[2009, 2010, 2011, 2012, 2013]",219,Annie,1,259,187,15,6,2,4,8,347,18
2009-10,10,3,9,1,1,3.88,ru27gVE-40D2ka3e0Obx8Q,"[2012, 2013, 2014]",129,Kate,,126,96,9,32,7,10,2,365,10
2010-04,15,1,13,1,,3.61,Zy-STwrE6LUiiUme1isNOg,"[2013, 2014]",90,Jessica,,44,56,1,6,3,7,8,160,8
2011-01,132,4,61,4,,3.85,bebodmjq8WmUHIlMeZs-oQ,"[2011, 2012]",208,Sam,5,436,386,19,21,,27,29,671,46
2009-02,8,1,12,1,2,3.68,CG6qDYwx5oJcKnezPDiUlw,"[2011, 2012]",238,ellainne,,43,57,8,8,3,4,6,129,13
2009-02,1,,3,,,3.69,XtqqtCgB5cC2Nct15jCqCA,[2012],83,Cindy,,11,18,,3,2,,,55,2
2007-05,7,,19,1,1,3.92,xSI7zNvo6UBrcdmRO4fAWg,"[2009, 2010, 2012, 2013]",216,Angelina,2,150,85,4,4,,,2,267,5
2009-08,32,,30,4,3,3.91,o_yzu1ixah63jEPSPd-Ttw,"[2012, 2013, 2014]",457,Trisha,,215,176,12,18,1,13,8,529,11
2012-01,8,,8,,,4.15,4gIi4L7e870qFbnRemaoBA,[2012],83,Benjamin,,46,45,1,5,2,4,1,97,1
2009-08,2,,4,2,2,4.26,9i5UnDfQGDrbkAgHNrNvZg,"[2013, 2014]",119,Ammie,,30,20,7,1,1,2,2,114,2
2008-03,173,32,118,23,7,3.93,AKqC8waFcFS7iYhL-02pgw,"[2009, 2010, 2011]",63,Chris,1,576,751,26,36,11,80,127,567,119
2009-11,5,,9,,,3.83,Lmp7bzX3eFZMSkIsH8Xb7A,"[2010, 2011, 2012]",41,Sarah,1,39,14,3,1,,8,1,91,4
2008-07,22,,31,1,3,3.96,IuT5bPqNiIfNOo9eaAtMHg,"[2009, 2010, 2011, 2012, 2013, 2014]",405,Dave,,383,229,15,21,2,12,8,449,14
2009-08,9,,7,3,,3.67,33mE2jLRC-gsCb5PwzUlaA,"[2012, 2013, 2014]",172,Jakub,,71,24,2,1,1,4,5,182,2
2007-12,11,,10,1,1,3.85,PPnjXowZOm_WI4686_fVKA,[2010],209,Maryrose,,56,24,2,4,4,6,1,157,6
2011-06,,,1,1,,4.19,nhejixbS_FRfRPt6yxBQTQ,[2013],31,Rebekah,,10,2,2,1,,1,3,25,1
2010-08,177,4,196,5,3,3.71,aHs0rMgKx0Sw7FFdusP0DA,"[2010, 2011, 2012, 2013, 2014]",262,Racquel,4,610,364,33,17,21,43,55,904,128
2008-04,27,6,42,7,2,3.87,BkW7uyJ6nnvBU38naJplOg,"[2013, 2014]",204,Leena,1,212,280,11,11,5,21,26,340,59
2011-01,3,,1,1,,3.38,_6jDML5OVi1cqYlBl4eqPg,"[2012, 2013, 2014]",110,Nina,,15,30,,1,,2,1,93,1
2010-08,2,,1,,,3.72,oAoQqkWdZqkaTfJSQc0bhA,[2014],138,Vinitha,1,29,10,2,2,,,,73,
2008-06,108,7,250,4,4,3.91,WEdrmCByucoJD8Vsawkw8A,"[2008, 2009, 2010, 2011, 2012, 2013]",299,Amanda,13,1013,974,57,16,7,148,217,1228,190
2009-05,161,19,198,50,8,3.81,DR6qPrRgeSwmBKAap41Xfw,"[2011, 2012, 2013, 2014]",475,Angelie,3,1199,741,146,39,24,27,61,1414,130
2007-11,6,8,36,8,,3.9,sanDavRXfrbyDhOlxCyqqg,"[2008, 2009, 2010]",183,May,,210,275,8,35,3,15,30,290,44
2007-09,5,2,28,4,3,3.76,wWvp7-wPesBdiue0VTwoMw,"[2010, 2011, 2012, 2013, 2014]",217,Valentina,,121,163,10,6,1,7,15,322,15
2009-11,10,,8,,1,3.89,MtS5-Mvxrna6cHh3KSjB8A,[2012],117,Catalina,1,86,50,15,6,,7,2,215,3
2009-11,55,8,34,2,3,3.35,HCrmPNeV1QzMESHHRBhOkw,"[2010, 2011, 2012, 2013]",290,Raquel,2,999,753,24,39,17,6,9,1109,55
2011-05,5,,1,1,,3.55,j2PfmEcmWIsrhlMh1U6FtQ,"[2013, 2014]",95,Raghida,,23,14,3,1,,2,2,85,1
2011-09,22,3,16,5,2,3.42,MfHn9RY_24Fca_KgwidF6w,"[2012, 2013, 2014]",222,Andy,1,442,630,11,15,,11,17,557,12
2010-01,49,2,40,2,1,3.85,FcUVfATxARfURHfZq1DNTg,"[2010, 2011, 2012, 2013, 2014]",332,Brenda,1,906,434,32,15,14,27,9,1331,32
2010-10,14,2,19,3,1,3.6,zn5yVTHJdLfaun94hkVLsA,[2012],82,Kelvin,3,771,746,13,3,1,4,7,831,17
2008-12,6,,12,2,,3.25,-Q3GK5oALNATqowwgUgk2g,"[2009, 2010, 2011, 2012]",183,Pete,,71,34,6,8,1,5,,187,3
2009-08,1,,11,2,1,3.46,f1zhFFrs0Tf5oG3s7zo4Qg,"[2012, 2013, 2014]",202,Amy,1,42,18,14,2,,4,1,113,2
2011-03,64,,51,1,1,3.63,G-jipHtQxKH5CLa47mn51A,"[2011, 2012, 2013, 2014]",184,Ron,,74,52,2,7,3,24,15,225,16
2009-08,300,5,42,3,,3.59,0RrgEy-Yk1kWvAXEbOG5Nw,"[2010, 2011, 2012, 2013, 2014]",480,Teri,2,490,339,10,13,11,83,32,903,30
2010-08,68,1,100,5,11,3.91,4UhJhArxkgtwKOXS7dbT-g,"[2012, 2013, 2014]",352,JR,,433,413,30,22,11,29,45,643,81
2009-04,11,2,32,4,1,3.23,pubOYSMLFw3ktS3y9_Rm3w,"[2009, 2010, 2011, 2012, 2013]",171,Michael,14,294,221,13,6,5,16,30,493,19
2008-01,9,3,8,10,4,3.27,4JwGBWrFutgqgs7LmSw-5Q,"[2009, 2010, 2011, 2012, 2013, 2014]",350,Beth,3,481,531,7,6,2,7,7,675,7
2010-02,2,2,5,4,,4.05,U_pyUVaW6wYMp3DhHJW6sQ,"[2012, 2013, 2014]",133,Danielle,,34,19,7,4,,11,1,158,6
2009-07,22,,26,1,,4.07,EeApPa6aJHsGr-_qEcXLJA,"[2012, 2013, 2014]",289,Nic,,198,137,5,10,,8,3,254,22
2011-08,13,,21,,,3.66,qb5FZX305GeqE2tDQuq_UQ,"[2012, 2013, 2014]",193,Randy,,205,219,15,7,,4,7,354,10
2010-04,18,,18,1,,3.31,DEriy8jpAlPCb4hs4oKONA,"[2011, 2012, 2013, 2014]",245,Elaine,,74,117,5,8,2,7,6,195,2
2006-09,13,1,31,6,1,3.93,FFN8mUG9Am21mRElMzvY1g,"[2009, 2010, 2011, 2012, 2013, 2014]",403,Aaron,,147,114,5,6,,6,8,299,13
2008-09,10,,2,4,,3.44,jPqnAeLdMRWm-uzXNCxj_w,"[2011, 2012, 2013, 2014]",149,Alison,,59,82,8,1,,5,3,199,6
2008-09,3,,4,4,,3.45,Xty6Bk3aonEnJNxoCGfJCg,"[2010, 2011]",105,Nat,,48,24,3,7,13,4,1,128,1
2008-10,3,,3,1,,3.6,Ojf_XozkuSHXKhhpxEp-Dw,"[2011, 2012, 2013, 2014]",251,David,,55,41,1,7,,5,,158,2
2005-11,5,1,6,2,,3.72,nkTD_4n6aFJG7rmHWgptVw,[2006],201,Milo,1,69,153,4,4,1,7,4,275,
2007-11,307,54,424,37,16,3.36,7it3OYZIWDcgC3_09rAVIw,"[2009, 2010, 2011, 2012, 2013, 2014]",301,Ivan,21,1729,2064,85,42,67,218,385,2204,263
2008-04,15,1,17,3,,3.99,CdrttrJrDV0FIvJIkW8pgw,"[2010, 2011, 2012, 2013, 2014]",222,Amy,1,309,218,17,18,,3,2,673,9
2007-06,18,14,59,7,3,3.63,wmsri9X3YHJCur1uJkfh4g,"[2008, 2009]",63,Danielle,1,249,248,8,32,10,24,65,288,65
2009-09,2,,1,1,,3.95,XUNSGM6pB6FtiLyI6wOk3Q,[2014],74,Natsuki,,25,31,1,2,2,,1,88,
2010-12,2,,,1,,4.36,qpTR-5Ks2cj0tJnwR7UL6Q,[2012],33,Daniella,,24,11,1,1,,,,62,4
2009-09,10,,14,3,,3.79,yxz9Z-Ss4svyk1EEn6BzRg,"[2009, 2010]",300,Erica,,76,67,1,4,2,8,2,221,3
2009-02,9,,13,2,3,3.39,Nf6f8niDvUDHHyJVA2JBcg,"[2009, 2010, 2011]",382,Eugene,1,111,54,1,12,1,8,2,254,4
2009-08,80,8,74,4,2,3.67,tPKZd5mfmKjreuJtKjyOYQ,"[2010, 2011, 2012]",415,William,5,333,331,20,15,5,37,36,641,52
