yelping_since,compliments.plain,review_count,compliments.more,compliments.cute,compliments.writer,fans,compliments.note,type,compliments.hot,compliments.cool,compliments.profile,average_stars,user_id,elite,name,compliments.list,votes.cool,votes.funny,compliments.photos,compliments.funny,votes.useful
2014-02,,2,,,,0,,user,,,,4.0,g1RFIC2Gkywk7pckGxfXgQ,[],Adi,,0,0,,,1
2013-07,,2,,,,0,,user,,,,1.0,x50evzgzFyfTvitH0fWNWQ,[],Carol,,0,0,,,2
2010-09,,3,,,,0,,user,,,,4.33,YQUwN3bndJmKbA4Z6GxoBg,[],Marti,,0,0,,,2
2014-05,,5,,,,0,,user,,,,3.0,2ygg7UP20QJuw_pQT2Xx3Q,[],Carlos,,2,1,,,3
2014-02,,4,,,,0,,user,,,,3.5,5SGRc8DUfwfSCvNuoaAeCw,[],Don,,0,0,,,2
2011-07,,1,,,,0,,user,,,,5.0,Kf_6A2l-XcYnA4sa7h8fRg,[],Karen,,0,0,,,0
2008-10,,6,,,,0,,user,,,,3.67,h7PX9Y2Wf9PxiNDmWf0wIQ,[],Rick,,0,0,,,6
2011-02,,9,,,,0,1,user,,,,3.78,dyhK466AN1KVqvVwR-PPmA,[],Emily,,7,0,,,18
2009-11,,28,,,,0,1,user,,,,3.97,ymTEyO8ZL6gaOCaFRsqsqA,[],Sergio,,2,2,,,13
2010-06,2,17,,1,,3,,user,,1,,3.65,HnFJ_39doGO0QaclhOYP3g,[],Julie,,5,8,,,32
2012-11,,2,,,,0,,user,,,,3.0,VKORrKO2SMBOLmEjfMlRhA,[],Glen,,0,2,,,1
2010-01,,3,,,,0,,user,,,,3.0,W9mYTu7TeRdJLtFDT5m3IA,[],Scott,,0,0,,,1
2011-05,,2,,,,0,,user,,,,2.0,uGjQNW7igLfnDKYIRSOa5A,[],Archana,,0,0,,,1
2011-01,,2,,,,0,,user,,,,3.0,rYjFJvBZLdJ1yd3R7RHp6w,[],Paulski,,0,1,,,1
2013-02,,1,,,,0,,user,,,,1.0,jgDODgpFYe4iyqAS0eE45A,[],Malia,,4,4,,,13
2006-06,,50,,,1,0,,user,,,,3.28,u8G-sSIyhqerjqgZcUR_HQ,[],Brian,,2,6,,,20
2010-07,,2,,,,0,,user,,,,4.5,oiHTdeCarO8lajuQ3HxO1A,[],P.J.,,1,1,,,2
2011-01,3,211,,,1,1,,user,1,,,3.62,asd1tyY1GHgib7muisSEsA,[],Matt,,23,46,,1,87
2012-04,,3,,,,0,,user,,,,1.8,oixqeJCf-iD51eN8Q21shw,[],Stacy,,1,0,,,1
2012-01,,1,,,,0,,user,,,,5.0,Ir1tfz19yWUc-EMLaS13AA,[],Denees,,2,0,,,2
2007-11,,1,,,,0,,user,,,,1.0,0-TF6oK2_KjMbWKoQD2tHA,[],Ting,,0,0,,,1
2008-05,1,38,,,,0,,user,,2,,3.69,3KnIBtTFpS_VNtvcZT4WbA,[],Rhea,,25,30,,,58
2011-06,,14,,,,0,,user,,,,3.07,KJ46NF0zN0lMDg6fhWrPdA,[],Monique,,0,0,,,7
2011-10,,2,,,,0,,user,,,,5.0,dWWSXotDuCO8PCdlfB3aTg,[],Tiffany,,1,0,,,0
2012-02,,3,,,,0,,user,,,,1.0,mL2CYwCxNZW2cKOaiXHIpw,[],Sky,,1,2,,,2
2010-09,,5,,,,0,,user,,,,5.0,kakqt9Yq3ZGF0FNNZ1Z5Uw,[],Nina,,1,0,,,1
2014-04,6,14,,,,0,,user,1,,,4.57,auw3N5RjtWsSzyorvEMNTg,[],Danielle,,1,0,1,1,3
2013-05,,1,,,,0,,user,,,,1.0,4NlosPUaOdScD78f0Npdcg,[],Mr,,2,2,,,2
2010-08,,6,,,,0,,user,,1,,3.67,KX1FHNdF93S29s6WiI7L1w,[],Stacy,,1,0,,,1
2012-10,,22,,,,0,,user,,,,4.19,vfsNcslgEMCHbrZxI5oXmQ,[],Tracey,,8,11,,1,18
2009-01,,1,,,,0,,user,,,,5.0,wlA1-iP-gMUfuiLt06kb9w,[],Sara,,0,0,,,0
2013-01,,3,,,,0,,user,,,,1.0,QxaaEkxPihz_Z_jDsILIKA,[],Chris,,0,0,,,0
2011-12,,18,,,,0,,user,1,,,3.83,rLW8CxLbYqh-T8A6p6LQFg,[],Elizabeth,,12,15,,1,25
2012-08,,19,,,,0,,user,,,,4.26,qEjARz3Y5dMtHXtRGYQc8w,[],Henry,,5,2,,,7
2008-08,,1,,,,0,,user,,,,1.0,Iv-jJeeham-6pWhPDvTlog,[],Son,,0,0,,,2
2012-11,,9,,,,0,,user,,,,3.33,-6AdkU-RyyjyIG-Bw0zu-Q,[],JJ,,1,3,,,7
2012-01,,2,,,,0,,user,,,,5.0,hP2DEv6haRTrcwNWy3Su8A,[],Eva,,1,0,,,7
2010-12,1,29,,,,4,1,user,3,,,3.52,w2sHIeCB80zldqjoVEwvyA,[],Mei,,9,12,,,32
2009-01,,5,,,,0,,user,,,,3.2,SXBZHdhsgQZWz4S8Moa0_A,[],Josh,,4,2,,,6
2009-03,,12,,,,0,,user,,,,4.09,Vds1lS1GTAAr83SoiQRoww,[],Jasmin,,2,2,,,3
2011-06,,28,,,,1,,user,,,,4.29,uzHZCKITMBETVW0M4GxpQg,[],Sasha,,14,14,,,38
2011-05,,21,,,,0,1,user,,1,,4.21,EJiikcIIzviV8IF0Vyod0A,[],Shawn,,2,0,,1,6
2010-03,,2,,,,0,,user,,,,3.0,IqLOqAx4_5sEJMT66qlJDw,[],Marianne,,1,0,,,5
2011-04,,1,,,,0,,user,,,,1.0,7K7TA6vhxD_VLIKW9Gumog,[],Alice,,0,0,,,2
2014-01,,8,,,,0,,user,,,,3.88,6PIJYWldEW6azGogMjPM1Q,[],Tina,,1,7,,1,14
2006-02,1,13,1,,,1,2,user,1,2,,3.92,I7yAHXo5A_mlDfzeWy1YFQ,[],Quentin,,4,10,,,21
2013-08,,5,,,,0,,user,,,,3.4,OUEsWSMbPudCAGPj5cserQ,[],Nickole,,0,0,,,4
2012-11,,1,,,,0,,user,,,,5.0,0VxMnlqQJp1scc3f5wSaaA,[],Cheryl,,0,0,2,,0
2011-07,,5,,,,0,1,user,,,,3.5,H4BLoz41rGd-HJ54vmuXHw,[],Cathryn,,0,0,,,0
2011-12,,4,,,,0,,user,,,,3.0,AIvZS_tQ7y-ADNji1KM9Bg,[],Cathy,,1,1,,,3
2010-12,,4,,,,0,,user,,1,,5.0,y6Bvzh-pvDdqWS-BoUa66w,[],Elizabeth,,0,0,,,6
2010-06,1,55,,,3,1,,user,,,,3.89,va7gzusOYwGnbrhqMu3fvA,[],Faris,,26,11,,,50
2014-01,,1,,,,0,,user,,,,1.0,ug_508O2sV2MKV-EGT9d0A,[],Christa,,0,0,,,2
2009-02,,1,,,,0,,user,,,,2.0,XUpzOwZixVdWv_lGHn0M2w,[],Sachin,,0,0,,,1
2013-03,,63,,,,0,,user,,,,3.73,6-migD5Pp-AjMGh3K1I18w,[],Eric,,6,9,,,23
2013-07,2,33,,,4,0,,user,,2,,3.94,--pYQBDz0N8JdLILzsftEQ,[],Jim,,8,15,,,40
2013-05,,5,,,,0,,user,,,,1.75,-N1jpgrI3tqDLJrzksm5ew,[],Andrew,,1,2,,,4
2013-02,,2,,,,0,,user,,,,1.5,dPsigueX1TAYaItptyaZUg,[],Selena,,0,0,,,0
2011-02,,2,,1,,0,,user,,,,5.0,RTLMYtn8r8l1tN2YzkvUjg,[],Jessica,,3,2,,,7
2014-04,,9,,,,2,,user,,,,4.78,mnt3hPG-zwBJn_1gxgUPhQ,[],Vik,,2,5,,,4
2014-03,,6,,,,0,,user,,,,4.0,y4KFNblvsI8IRvnJ9e0ckg,[],Shryel,,0,0,,1,2
2010-11,3,4,,,,0,,user,,1,,3.25,7yMkZhzkzU6j2HUwOn83yQ,[],Kippi,,0,0,,,7
2011-04,,4,,,,1,,user,,,,3.75,Bp2hRIjsKqMWQYnt4jFEGA,[],Jenny,,1,1,,,2
2013-12,1,2,,,,0,,user,,,,2.5,IahZ3WQEbVrrgdNcreZ7eQ,[],Shella,,0,3,,,2
2012-12,,6,,,,0,,user,,,,4.0,tm5HRJqQYkxREujqgM8HzA,[],Rowena,,2,1,1,,3
2011-03,,3,,,,0,,user,,,,3.33,bAEXK0vWQG0VEQmiKM1pSQ,[],Erin,,0,0,,,2
2010-01,,1,,,,0,,user,,,,1.0,UVXkT7cRQwYrJ8nV0rydig,[],Sarayut,,0,2,,,5
2014-01,,3,,,,0,,user,,,,3.0,q6IcfNjP_wTowa8r41vwOg,[],Stephen,,0,1,,,1
2011-02,1,16,,,,0,,user,,,1,3.53,aAAxq1JWQbjlkW86lswGZA,[],Lee,,3,1,,,17
2009-05,,11,,,,0,,user,,,,4.18,g5ZApuGbf8eyBLa2WEyxjw,[],Fiona,,0,3,,,8
2010-09,,4,,,,0,,user,,,,4.75,iOzMzaRBL3lnBc9Pn74RyA,[],Terri,,0,0,,,10
2011-04,,1,,,,0,,user,,,,5.0,bH8xW7uQ153BJOOCYDMgBg,[],Brian,,0,0,,,0
2010-04,,6,,,,0,,user,,,,4.33,xnjvI0F3kvTchLSO2FdyMQ,[],Avo,,1,3,,,8
2011-03,1,8,1,,,0,,user,,,,4.0,sED77mOV9DZbb7QrkePo4g,[],Nar,,5,12,,,12
2009-07,,1,,,,0,,user,,,,5.0,RR_58K4JVlwJOvd3lsqbsg,[],scott,,1,0,,,2
2010-06,,20,,,,0,,user,,,,4.33,T1XSOm2NH3l4nD2yjNOf5g,[],Doug,,3,0,,,9
2013-01,,8,,,,0,,user,,,,4.0,tw_cJMAeVWJnfg62OtP7vQ,[],Teresa,,0,0,,,9
2010-03,,3,,,,0,,user,,,,4.0,WE8zYtZ2u0pssRl7zKPBhQ,[],Nikk,,0,3,,,4
2013-06,,3,,,,0,,user,,,,2.5,4GFibgD5s6baiuNrBFfefg,[],Shene,,1,0,,,7
2008-06,,54,,,,1,2,user,,3,,4.11,toQB-84mncrviYrnjrWERg,[],Karey,,21,7,,,47
2013-04,,6,,,,0,,user,,,,1.4,5PMLAEzMM_64VaFH0FCd9w,[],Jeff,,0,2,,,2
2014-07,,1,,,,0,,user,,,,1.0,OFmdHVJ1zgM-rFmH-CT9GA,[],Sandra,,0,0,,,0
2011-07,,2,,,,0,,user,,,,1.0,gm_YHyNhYAz_F2pcz34CuA,[],Laurie,,0,0,,,1
2009-06,3,157,,,1,2,3,user,1,2,,3.5,qMo9enkRcLCD1HJrH3JVXw,[],Stephanie,,41,41,,,130
2012-04,,3,,,,0,,user,,,,2.33,bpnhXOtfvm_6y6pqg91RZQ,[],Darren,,3,7,,,5
2009-08,,4,,,,0,,user,,,,5.0,gyKduNOlKf6BC39kY283Pg,[],Pedro,,0,1,,,0
2013-11,,2,,,,0,,user,,,,2.5,jzHB98yNi0WHcWRunXO7GA,[],Rick Rock,,0,0,,,0
2011-12,,6,,,,0,,user,,,,3.17,Wdhj0q2tYTGZELopTAQKMQ,[],Maggie,,1,2,,,2
2007-07,,12,,,,0,,user,,,,3.1,KkGcGeUJO2lDLHg9R--cUg,[],C,,4,3,,,11
2011-12,,6,,,,0,,user,,,,4.83,3a7a6xNxgkf1X-4tjlnXgg,[],Matthew,,1,0,,,1
2008-09,983,596,71,36,294,49,236,user,500,789,79,4.02,ZfB21VMsx1j238_5w3VhnA,[],Lynette,30,3215,3066,232,466,3689
2010-06,1,88,,,,1,,user,,3,,3.8,gdoPetEmoNslU0Hf3TmuEA,[],Christina,,23,24,,,66
2010-04,1,23,,,1,3,3,user,,,,4.19,29DwhTXW2lpr76zT0eIawg,[],Traci,,22,7,1,,77
2008-01,,25,1,,1,1,,user,1,,,4.12,2jkZZdMTdp1dQgwY_QZTjw,[],Vivian,,6,5,,,24
2008-06,,1,,,,0,,user,,,,4.0,gAP_XfkZaKSjqzrTa2XnZg,[],bill,,0,0,,,0
2009-02,16,169,1,,4,5,5,user,4,11,,4.07,wcc5qGf2LRBjVkEbIxKEGw,[],Stevie,,288,227,,3,479
2013-04,,4,,,,0,,user,,,,3.6,hCU-GGyRK_J7TbC-DB-AxQ,[],Ana,,0,1,,,11
2010-05,,5,,,,0,,user,,,,4.0,4xi4tjVN8kSbmcupE4dgvg,[],Kenny,,1,1,,,4
2011-09,,21,,,,0,1,user,,,,4.0,ynM0Vi3rzZ6iIhKvXpQd4A,[],Annie,,4,4,,,24
2013-04,,4,,,,0,,user,,,,2.25,WLphMF-U_bdnOLDea8A22w,[],Harlee,,0,0,,,5
2013-04,,4,,,,0,,user,,,,4.0,wnLegJC-3DrsIe2eZZeG2g,[],Mark,,0,0,,,1
2012-09,,3,,,,0,,user,,,,4.67,XixLpWj6db2y-HjP97SazQ,[],Lisa,,0,0,,,0
2011-10,,1,,,,0,,user,,,,5.0,tSoE084KpxML9q6Jpl9rFQ,[],Staci,,0,0,,,0
2009-12,1,4,,,,0,,user,1,1,,4.25,isEm7J7HITKbOq3l00SheQ,[],Jennifer,,3,4,,,10
2011-12,,2,,,,0,,user,,,,1.0,nLUWVue1NatmzHdgNNiP4A,[],Sarah,,0,1,,,1
2011-12,1,20,,,,0,,user,,,,3.55,9KtMHMfgMdHdpc2aJEuAzA,[],Alex,,7,12,,,30
2011-10,2,11,,,,0,1,user,,,,3.73,T4QwUfBZMbnKw7u-EfJtJw,[],Mikey,,3,4,,2,6
2010-03,,28,,,,0,1,user,1,2,,3.57,ehsFJKX0h-a0pmuG8P6Cqw,[],Natalie,,8,10,,,16
2012-11,,1,,,,0,,user,,,,5.0,yRaaz2Ut3bgXaFNJFYau1g,[],Audrey,,0,1,,,0
2012-01,,32,,,,0,,user,,1,,3.53,bfA1-Ur1xRjQxojseSDCaA,[],Gramercy Girl,,3,5,,,19
2013-01,,6,,,,0,,user,,,,4.5,gBX0IGBjeRfPkMTZUZMYwQ,[],Gabby,,1,1,,,3
2009-12,,7,,,,0,,user,,,,4.57,eQBFBDWR_RayPqTd01nJtw,[],Jonathan,,1,1,,,1
2010-09,,3,,,,0,,user,,,,3.67,MxRV6qfHx1oNYhDSzDy6bw,[],Christy,,0,1,,,6
2013-12,,12,,,,0,,user,,,,2.2,jpqWo04sRGn169jAmbgJmg,[],J,,0,0,,,0
2010-05,,9,,,,1,,user,,,,4.29,Owov1p6prNwDRYMohxRd4w,[],Frank,,3,1,,,7
2012-04,,3,,,,0,,user,,,,5.0,bH63qf2huOY04l1i-BswAg,[],Bill,,0,0,,,0
2012-07,,3,,,,0,,user,,,,3.67,P-mdERGd1zAWZPmuElz03w,[],Katina,,0,0,,,0
2011-12,,1,,,,0,,user,,,,1.0,467Fwke6E2tT8U1TzOCieA,[],Jessie,,0,3,,,3
2013-06,,1,,,,0,,user,,,,2.0,GotRRJA504zl0SqfL51Mtw,[],Tamika,,0,0,,,0
2009-07,,3,,,,0,,user,,,,5.0,D_CyQAvKx0JSvSbiUAmN3g,[],Jason,,1,0,,,0
2012-10,,83,,,,0,,user,,,,3.8,oxtcxDR2qsftc_cZeUb1MQ,[],Michele,,1,2,,,4
2010-06,,11,,1,,1,,user,,,,3.82,_g6WjLb0t1Ld2lLfRo4Ljw,[],Megan,,0,1,,,7
2013-06,,1,,,,0,,user,,,,5.0,s5nOO_nYPnTSr0n4MrUCaw,[],Olivia,,0,0,,,0
2012-06,,22,,,,0,,user,,,,3.86,unvMzu14WCsDyzpiNKw1BQ,[],Greg,,0,0,,,7
2008-12,,21,,,,1,,user,,,,3.33,qzudUMStpA5QlywlivHr5A,[],lin,,3,10,,,12
2009-09,,29,,,,0,,user,1,1,,4.52,vIekRSZRToJNiD8GTrDKLQ,[],John,,7,7,,1,15
2010-08,,13,,,,0,,user,,,,4.88,8cib5bCjPoUpRzm7bbuktA,[],Pennee,,10,1,,,23
2013-08,,1,,,,0,,user,,,,1.0,Tfgid1ipPLm3V1v9I2wgxA,[],Apurva,,0,0,,,5
2010-09,1,28,,,,0,,user,,,,3.93,1eD-WRMt2IU8FUl2IQfWPw,[],Food,,9,5,,1,24
2013-07,,2,,,,0,,user,,,,5.0,o2h2saIm9CtuOS_XIXc7-g,[],T,,1,1,,,0
2012-09,,2,,,,0,,user,,,,3.5,SrtOo1h_6pdDEZDa4dPKig,[],Todd,,0,0,,,1
2011-06,,5,,,,3,1,user,,1,,5.0,nhWhHNoGgfYYnYL3H4RTqg,[],Wm Joe,,5,0,,,10
2010-02,,7,,,,0,,user,,,,3.57,SvPec_PdtNQeThdCKxfbVw,[],Dennis,,1,0,,,2
2009-12,,35,1,,,0,,user,,,,3.91,bQ4tVtV-KE-3jEON8NpMmQ,[],Michael,,6,16,,,31
2010-01,,3,,,,0,,user,,,,4.67,YuH7c4p9MuK6O5ZBsln9yw,[],Michael,,1,0,,,2
2006-10,3,65,1,6,3,6,2,user,3,10,,4.26,E1FiD1I3K7YEVRd00EkPsw,[],Lyndsey,,18,9,1,3,37
2012-06,,2,,,,0,,user,,,,3.0,hqisxOoeXp7L25sUstY9Qg,[],David,,0,0,,,0
2010-06,,48,,,,1,1,user,,1,,4.24,IOAcBY2YzTn-x6b4rwd9uA,[],Stephanie,,9,4,,,34
2013-07,,3,,,,0,,user,,,,4.67,yf6ezp-dOfuB9igyXvsfwA,[],Kristen,,2,1,,,3
2011-03,1,13,,,2,1,1,user,,2,,3.85,U0g_OiV8tZR7MTJPwDz1bw,[],Wendy,,13,14,,,51
2008-06,2,13,,,,0,1,user,2,4,,3.77,vM17wiULo3iRQkPaT_gyGg,[],Soulful,,8,18,,,19
2013-11,,2,,,,0,,user,,,,1.5,ureQc9R1poGX87YsYkzwjg,[],Alicia,,0,0,,,1
2014-05,,1,,,,0,,user,,,,5.0,lfW9s4mf1LognDqDKUnZVg,[],Joseph,,0,0,,,0
2013-07,,1,,,,0,,user,,,,4.0,N1aoSfcBjQWMt7-qhsRowg,[],Jamila,,0,0,,,0
2011-03,,6,,,,0,,user,,,,2.67,6Og8wj3_BcjdFJUcJboVaA,[],Chad,,1,1,,,3
2009-10,2,29,,,2,3,,user,,2,,3.89,6-LT4ejPhrFA_gqTGtUDiA,[],Brian,,15,13,,,27
2014-04,,3,,,,0,,user,,,,5.0,6NGYaJkJJfjGKfZdHs2NAQ,[],Chase,,1,0,,,0
2012-03,,3,,,,0,,user,,,,5.0,JuEqK2IdO2NN0Jw6653TRA,[],Kelsey,,2,0,,,3
2013-03,,1,,,,0,,user,,,,5.0,kgZhnzI-e_iqJJjbXJFUVw,[],Dawn,,0,0,,,1
2008-01,3,31,,,,1,,user,2,2,,4.03,Ve4ShYB4od0_U49nLTcOuA,[],Jasmin,,17,10,,,44
2012-05,,2,,,,0,,user,,,,5.0,UeQSyqC7TM20ZyXm2iH1CA,[],Gemma,,0,2,,,0
2009-06,2,97,,,3,0,1,user,,,,3.64,BiDA7uVJ5igMCsp4ZfpCpQ,[],Andrew,,18,30,,,86
2011-03,1,16,,,,0,,user,,1,,4.62,rvjpFZJoqeX-uebAGSesZw,[],Kristin,,18,14,,,27
2007-06,,12,,,,0,,user,,,,3.5,1iTRoh5NeEoZ75b9pCvbWA,[],sheyam,,2,1,,,8
2011-02,,5,,,1,0,,user,1,,,4.2,AIh9kNsfy3aiuqoYOdxGPw,[],Ramond,,3,0,,,9
2012-12,,4,,,,0,,user,,,,1.75,7l9Jj4y-_s7N-c7bxG-5UQ,[],Foodie,,0,0,,,0
2013-08,,1,,,,0,,user,,,,1.0,xCn3CSWeW6uQFLdLY2LFsA,[],Arpine,,0,0,,,0
2009-11,,5,1,,1,0,,user,,,,3.6,K8abbhk_qJyOdOVUzty3xA,[],Amelia,,7,8,,,19
2014-04,,2,,,,0,,user,,,,3.5,tb76L-mdIOggqCi7m9qnnw,[],Catherine,,0,0,,,0
2011-07,1,8,,,,1,,user,1,,,4.5,tmWBR0rEReM2_DfnQS1WCg,[],Tamsen,,1,0,,1,6
2012-11,,3,,,,0,,user,,,,3.0,HPRhOoO8T6SQCGEU3kh_6g,[],Lauren,,1,1,,,4
2009-07,,12,,,,0,,user,,,,3.08,4Ft5uIY0xt1NAOj0nl9qZA,[],Jennifer,,5,5,,,19
2013-01,,14,,,,0,,user,,,,3.71,4nrj2CpEL4KRhnueEk8J7g,[],Armando,,1,2,,,7
2011-08,,34,1,,1,0,1,user,,1,,3.5,l056YrjfR3ig0vLYTBahpw,[],Mollie,,3,3,,,17
2012-02,,7,,,,0,,user,,,,1.0,wSVIIKPHx5AgXIWewCW4xA,[],William,,0,1,,,3
2013-09,,2,,,,0,,user,,,,1.5,VOBWizt_Hh9GNKGv0IwwfA,[],Laura,,1,0,,,2
2007-02,,10,,,,0,1,user,,,,3.3,bFrhiwYXacwVMLbTIOX-wg,[],Illya,,4,2,,,9
2014-03,,1,,,,0,,user,,,,5.0,NRdpI3Oa63cA5qzlDpTUXQ,[],Nancy,,0,0,,,1
2008-04,,19,,,,0,,user,,,,3.58,ZS_Y7GozJPOV5m9DWFTfJg,[],kevO,,3,13,,,15
2012-03,,5,,,,0,,user,,,,2.2,eAo228_PiK8ETWCNDOg-Wg,[],Marina,,1,0,,,6
2010-11,,2,,,,0,,user,,,,2.0,22W-upsj9tFUq55cAli51Q,[],Dina,,2,0,,,5
2011-06,,1,,,,0,,user,1,,,4.0,oYZC7hIWtLjlFHBukE3dRQ,[],David,,1,1,,,2
2011-05,,3,,,,0,,user,,,,3.67,OUZPGFVEH6j-0Gv6PPGKag,[],Bonita,,0,0,,,0
2009-02,,5,,,,0,,user,,,,5.0,iNkeLxL76mM1OjZp4tjbuw,[],Sameer,,1,1,,,3
2012-05,,2,,,,0,,user,,,,5.0,JEiiz-ipylMbDkP3zMtEZg,[],Jay,,0,0,,,1
2012-03,,2,,,,0,,user,,,,3.0,xcxl_dMk8aRTPn3NIFZfsQ,[],Daniel,,0,3,,,0
2010-04,,33,,,,1,,user,,,,4.0,8BWIWn14q_3qc8GI07Seog,[],Tobias,,22,13,,,47
2013-01,,1,,,,0,,user,,,,4.0,BNcCcQY4JfBy9fzkS-zhMw,[],Polly,,0,1,,,4
2013-04,,27,,,,0,1,user,,1,,3.67,E190ZBNmxgTkFctUmXt6YA,[],Nancy,,4,0,1,,12
2011-07,,3,,,,0,,user,,,,5.0,Keb8pt-sAKyQzsoX3Qf8_w,[],Geo,,1,0,,,1
2011-03,,32,,,,1,1,user,,,,3.53,BJUyckLaDyb1SZ1PD1GIZg,[],Barry,,8,10,,,54
2007-11,,28,,1,1,0,,user,,,,3.9,ow_9Fq4kjbhcR5f2Qdp5nA,[],Debra,,6,11,,,37
2010-01,2,26,,,,4,,user,2,1,,3.54,KBn5C4rqoe2huiqP1sF2pw,[],Bryan,,8,10,,,30
2010-07,,11,1,,,0,,user,,,,4.18,2Gqe6sA5zVPeA09HczHixA,[],Tyng,,0,0,,,5
2011-11,,3,,,,1,,user,,,,3.0,E7tMm5_aevifkUzy-JDK4Q,[],Carlos,,5,10,,,12
2012-08,,2,,,,0,,user,,,,5.0,lJFg326fCz0cZUPXuiYI_Q,[],Todd,,0,1,,,0
2008-09,,3,,,,0,,user,,,,3.0,RxphngtPf9CwDj3gExSIMA,[],nick,,2,0,,,1
2013-05,,5,,,,0,,user,,,,4.2,rnWd4r0m8NfanrbOgldv3Q,[],Nancy,,0,0,,,1
2011-06,,5,,,,0,,user,,,,5.0,Cw7I7seXQgqgB6zJ12KcQQ,[],Dave,,1,0,,,1
2010-11,,12,,,,0,,user,,,,3.17,c8eY_s8VO4qjAhOXo3Ua2g,[],Faith,,5,3,,,20
2010-07,,2,1,,,0,,user,,1,,5.0,gNkFkXZwXFUNcaYoROc63Q,[],Steve,,0,0,,,0
2014-06,,5,,,,0,,user,,,,4.4,KyYwK8n0wNi8vk1TwOYmtA,[],Anna,,8,4,,,13
2010-09,,2,,,,0,,user,,,,5.0,7scpsNXG-CUCyP37CkvmqQ,[],Dawn,,0,0,,,0
2011-03,,7,,,,0,,user,,,,3.83,F_0FlByzZkILFoJG59WPJA,[],Dottie,,1,3,,,8
2010-11,,21,,,,0,,user,,,,3.9,wZOP3G0mPDCwTCLkZjEEAA,[],TejieSaba,,3,7,,,51
2010-12,,8,,,,0,,user,,,,3.62,tDMKel4O4alppRET5PCBTg,[],Michael,,0,2,,,13
2014-07,,1,,,,0,,user,,,,1.0,YjBCWJG2NmA7p3WgKlV0bg,[],Charlie,,0,1,,,4
2012-08,,1,,,,0,,user,,,,1.0,OR6juIH7Q4Qzyws3Sy1NDw,[],Alison,,1,0,,,7
2013-04,,2,,,,0,,user,,,,4.0,XWgANTiz5yjcwZCG4jjPEg,[],Wendy,,0,0,,,1
2009-06,,8,,,1,1,,user,,,,3.88,OFh132j7qFuQCSTxGKumLg,[],Amanda,,2,3,,,16
2010-04,,17,,,,1,,user,,,,3.39,wRxV3QDl6MHjQAs6bBC7lw,[],Ann,,2,3,,,14
2013-06,,4,,,,0,,user,,,,4.0,8RXBHphzQp4D8g85Ivacfg,[],Chrs,,0,0,,,0
2009-11,,84,,,,0,,user,,,,3.7,NvIAJ9JCeDZyVmjxLPGBPQ,[],Olivia,,13,9,,,40
2006-01,,1,,,,2,,user,1,,,4.0,IOvFeQb7ZToYiG2AWqb_Iw,[],Carmen,,1,1,,,1
2012-04,38,130,1,1,8,2,23,user,10,28,1,3.81,8g0ImnBXjFq0PAVfPAMbqw,[],Jim,1,76,80,20,20,216
2011-01,,5,,,,0,1,user,,,,3.0,JGFBSFd-_58BDawjePlBEA,[],Bobby,,1,0,,,10
2010-05,,4,,,,0,,user,,,,5.0,9UpdHW27PIRh24MehWfBDA,[],David,,1,1,,,2
2012-07,,2,,,,0,,user,,,,1.0,YzENGenMe4Pv_wvh9WLtlA,[],Robert,,0,1,,,1
2010-03,,6,,,,0,,user,,,,2.5,YCCzLxhTRqy3x-lWvYkbHw,[],Kristina,,1,1,,,8
2011-09,,27,,,,0,,user,,,,2.22,FOsevMCtFkBwx8H15MDyWg,[],j,,2,0,,,28
2014-02,,16,,,,0,,user,,,,4.06,rjxlR0pD8O1_KJel42XG7A,[],Rob,,13,0,,,11
2014-05,,1,,,,0,,user,,,,5.0,VsdBJpt5fyT6-AB0KFh-vA,[],Cameron,,0,0,,,0
2010-04,2,17,,,,0,,user,,,,4.18,ATrbhjpxxsYS5elM4xVf7w,[],Vicki,1,6,3,,,17
2012-04,,31,1,,,0,,user,,,1,3.97,BcDM4BaEsFM_qRhLj5yyoA,[],Bri,,6,4,,,11
2011-07,2,18,,,,1,,user,,2,,4.33,FJ0_544XwDLg-SBKYHANfQ,[],Michael,,8,4,1,,34
2011-01,,4,,,,1,,user,,,,2.5,DVZvuHPBAx2NGJ_DfqhaYg,[],Chris,,0,0,,,0
2011-06,,31,,,,0,,user,,,,3.97,Wx84azzKZIL8OVGl_2iqxw,[],kelly,,7,4,,,20
2013-10,,1,,,,0,,user,,,,3.0,YMqPkGvHI_VCn9L9Z-T2xQ,[],Dan,,0,0,,,2
2007-06,,9,,,,0,,user,,1,,3.67,yXi0HFygCIG1Dd3RdI1jlg,[],Carleton,,1,0,,,4
2012-07,,2,,,,0,,user,,,,3.5,jq770fpSEqtayC8JMDZszA,[],Josh,,0,0,,,0
2010-09,3,17,1,1,,2,1,user,4,,,4.29,B22gou4mRLWAGBAtFQb5Lg,[],Marina,,8,3,1,2,22
2010-11,,20,,,,0,,user,,,,3.86,Ed1Wb83NCoY0U5FJc2nYQA,[],Rina,,3,3,,,4
2012-12,,2,,,,0,,user,,,,5.0,q2j1dVatWkOjEZagVAiwaQ,[],Barb,,1,1,,,0
2008-03,,7,,,,1,,user,,,,3.33,DGCqWAo7wxMzPYJggl8kjA,[],stephanie,,1,3,,,8
2012-06,1,42,,,,1,4,user,2,2,,3.0,s-6FcwaFwBUPsvIP00SlYw,[],Terri,,13,25,1,1,39
